Etiq1,Etiq2
0.8888888888888888,0.020202020202020204
0.5555555555555556,0.030303030303030304
0.39999999999999997,0.04040404040404041
0.4222222222222222,0.05050505050505051
0.35555555555555557,0.060606060606060615
0.3111111111111111,0.07070707070707072
0.15555555555555559,0.0808080808080808
0.2666666666666667,0.09090909090909091
0.3777777777777778,0.10101010101010102
0.17777777777777773,0.1111111111111111
0.28888888888888886,0.12121212121212122
0.19999999999999998,0.13131313131313133
0.24444444444444446,0.1414141414141414
0.2222222222222222,0.15151515151515152
0.3333333333333333,0.16161616161616163
0.5111111111111111,0.1717171717171717
0.3111111111111111,0.18181818181818182
0.0,0.19191919191919193
0.17777777777777773,0.20202020202020202
0.19999999999999998,0.21212121212121213
0.4222222222222222,0.22222222222222224
0.13333333333333336,0.23232323232323232
0.17777777777777773,0.24242424242424243
0.24444444444444446,0.2525252525252525
0.19999999999999998,0.26262626262626265
0.4222222222222222,0.27272727272727276
0.39999999999999997,0.2828282828282829
0.2666666666666667,0.292929292929293
0.15555555555555559,0.3030303030303031
0.35555555555555557,0.31313131313131315
0.15555555555555559,0.32323232323232326
0.39999999999999997,0.33333333333333337
0.24444444444444446,0.3434343434343435
0.08888888888888886,0.3535353535353536
0.3333333333333333,0.3636363636363637
0.15555555555555559,0.37373737373737376
0.3777777777777778,0.38383838383838387
0.3777777777777778,0.393939393939394
0.15555555555555559,0.4040404040404041
0.08888888888888886,0.4141414141414142
0.0,0.4242424242424243
0.39999999999999997,0.43434343434343436
0.06666666666666662,0.4444444444444445
0.17777777777777773,0.4545454545454546
0.2666666666666667,0.4646464646464647
0.28888888888888886,0.4747474747474748
0.2666666666666667,0.4848484848484849
0.17777777777777773,0.49494949494949503
0.2222222222222222,0.5050505050505051
0.24444444444444446,0.5151515151515151
0.2666666666666667,0.5252525252525253
0.3111111111111111,0.5353535353535352
0.24444444444444446,0.5454545454545454
0.1111111111111111,0.5555555555555555
0.7555555555555556,0.5656565656565656
0.17777777777777773,0.5757575757575757
0.19999999999999998,0.5858585858585859
0.24444444444444446,0.5959595959595959
0.17777777777777773,0.6060606060606061
0.1111111111111111,0.6161616161616161
0.19999999999999998,0.6262626262626263
0.17777777777777773,0.6363636363636364
0.15555555555555559,0.6464646464646465
0.28888888888888886,0.6565656565656565
0.3111111111111111,0.6666666666666666
0.1111111111111111,0.6767676767676767
0.06666666666666662,0.6868686868686869
0.2222222222222222,0.6969696969696969
0.19999999999999998,0.7070707070707071
0.3777777777777778,0.7171717171717171
0.13333333333333336,0.7272727272727273
0.24444444444444446,0.7373737373737373
0.24444444444444446,0.7474747474747475
0.3333333333333333,0.7575757575757576
0.15555555555555559,0.7676767676767677
0.1111111111111111,0.7777777777777778
0.2666666666666667,0.7878787878787878
0.17777777777777773,0.7979797979797979
0.28888888888888886,0.8080808080808081
0.4222222222222222,0.8181818181818181
0.24444444444444446,0.8282828282828283
0.04444444444444448,0.8383838383838383
0.02222222222222224,0.8484848484848485
0.06666666666666662,0.8585858585858586
0.13333333333333336,0.8686868686868687
0.1111111111111111,0.8787878787878788
0.02222222222222224,0.888888888888889
0.17777777777777773,0.898989898989899
0.3777777777777778,0.9090909090909091
0.3777777777777778,0.9191919191919191
0.13333333333333336,0.9292929292929293
0.15555555555555559,0.9393939393939393
0.08888888888888886,0.9494949494949495
0.3111111111111111,0.9595959595959596
0.1111111111111111,0.9696969696969697
0.2666666666666667,0.9797979797979798
0.06666666666666662,0.010101010101010102
0.15555555555555559,0.020202020202020204
0.3333333333333333,0.030303030303030304
0.35555555555555557,0.04040404040404041
0.15555555555555559,0.05050505050505051
0.3777777777777778,0.060606060606060615
0.17777777777777773,0.07070707070707072
0.2222222222222222,0.0808080808080808
0.24444444444444446,0.09090909090909091
0.08888888888888886,0.10101010101010102
0.13333333333333336,0.1111111111111111
0.17777777777777773,0.12121212121212122
0.1111111111111111,0.13131313131313133
0.0,0.1414141414141414
0.17777777777777773,0.15151515151515152
0.13333333333333336,0.16161616161616163
0.15555555555555559,0.1717171717171717
0.06666666666666662,0.18181818181818182
0.19999999999999998,0.19191919191919193
0.17777777777777773,0.20202020202020202
0.08888888888888886,0.21212121212121213
0.1111111111111111,0.22222222222222224
0.08888888888888886,0.23232323232323232
0.1111111111111111,0.24242424242424243
0.17777777777777773,0.2525252525252525
0.13333333333333336,0.26262626262626265
0.02222222222222224,0.27272727272727276
0.24444444444444446,0.2828282828282829
0.46666666666666656,0.292929292929293
0.1111111111111111,0.3030303030303031
0.17777777777777773,0.31313131313131315
0.13333333333333336,0.32323232323232326
0.02222222222222224,0.33333333333333337
0.08888888888888886,0.3434343434343435
0.17777777777777773,0.3535353535353536
0.08888888888888886,0.3636363636363637
0.06666666666666662,0.37373737373737376
0.1111111111111111,0.38383838383838387
0.1111111111111111,0.393939393939394
0.17777777777777773,0.4040404040404041
0.17777777777777773,0.4141414141414142
0.2222222222222222,0.4242424242424243
0.04444444444444448,0.43434343434343436
0.24444444444444446,0.4444444444444445
0.2222222222222222,0.4545454545454546
0.08888888888888886,0.4646464646464647
0.13333333333333336,0.4747474747474748
0.15555555555555559,0.4848484848484849
0.2222222222222222,0.49494949494949503
0.08888888888888886,0.5050505050505051
0.02222222222222224,0.5151515151515151
0.1111111111111111,0.5252525252525253
0.13333333333333336,0.5353535353535352
0.04444444444444448,0.5454545454545454
0.13333333333333336,0.5555555555555555
0.3333333333333333,0.5656565656565656
0.2666666666666667,0.5757575757575757
0.0,0.5858585858585859
0.08888888888888886,0.5959595959595959
0.17777777777777773,0.6060606060606061
0.04444444444444448,0.6161616161616161
0.04444444444444448,0.6262626262626263
0.08888888888888886,0.6363636363636364
0.15555555555555559,0.6464646464646465
0.5333333333333334,0.6565656565656565
0.08888888888888886,0.6666666666666666
0.19999999999999998,0.6767676767676767
0.1111111111111111,0.6868686868686869
0.13333333333333336,0.6969696969696969
0.06666666666666662,0.7070707070707071
0.04444444444444448,0.7171717171717171
0.06666666666666662,0.7272727272727273
0.24444444444444446,0.7373737373737373
0.02222222222222224,0.7474747474747475
0.15555555555555559,0.7575757575757576
0.06666666666666662,0.7676767676767677
0.06666666666666662,0.7777777777777778
0.15555555555555559,0.7878787878787878
0.02222222222222224,0.7979797979797979
0.02222222222222224,0.8080808080808081
0.19999999999999998,0.8181818181818181
0.13333333333333336,0.8282828282828283
0.3111111111111111,0.8383838383838383
0.3333333333333333,0.8484848484848485
0.24444444444444446,0.8585858585858586
0.15555555555555559,0.8686868686868687
0.24444444444444446,0.8787878787878788
0.15555555555555559,0.888888888888889
0.19999999999999998,0.898989898989899
0.2222222222222222,0.9090909090909091
0.19999999999999998,0.9191919191919191
0.0,0.9292929292929293
0.3111111111111111,0.9393939393939393
0.13333333333333336,0.9494949494949495
0.3111111111111111,0.9595959595959596
0.04444444444444448,0.9696969696969697
0.06666666666666662,0.9797979797979798
0.13333333333333336,0.98989898989899
0.13333333333333336,1.0
0.3333333333333333,0.0
0.2666666666666667,0.010101010101010102
0.1111111111111111,0.020202020202020204
0.04444444444444448,0.030303030303030304
0.0,0.04040404040404041
0.08888888888888886,0.05050505050505051
0.2222222222222222,0.060606060606060615
0.04444444444444448,0.07070707070707072
0.2222222222222222,0.0808080808080808
0.3333333333333333,0.09090909090909091
0.19999999999999998,0.10101010101010102
0.17777777777777773,0.1111111111111111
0.15555555555555559,0.12121212121212122
0.3111111111111111,0.13131313131313133
0.06666666666666662,0.1414141414141414
0.1111111111111111,0.15151515151515152
0.08888888888888886,0.16161616161616163
0.0,0.1717171717171717
0.08888888888888886,0.18181818181818182
0.08888888888888886,0.19191919191919193
0.06666666666666662,0.20202020202020202
0.06666666666666662,0.21212121212121213
0.06666666666666662,0.22222222222222224
0.06666666666666662,0.23232323232323232
0.17777777777777773,0.24242424242424243
0.04444444444444448,0.2525252525252525
0.08888888888888886,0.26262626262626265
0.06666666666666662,0.27272727272727276
0.17777777777777773,0.2828282828282829
0.2666666666666667,0.292929292929293
0.08888888888888886,0.3030303030303031
0.0,0.31313131313131315
0.17777777777777773,0.32323232323232326
0.04444444444444448,0.33333333333333337
0.15555555555555559,0.3434343434343435
0.1111111111111111,0.3535353535353536
0.28888888888888886,0.3636363636363637
0.02222222222222224,0.37373737373737376
0.1111111111111111,0.38383838383838387
0.06666666666666662,0.393939393939394
0.15555555555555559,0.4040404040404041
0.28888888888888886,0.4141414141414142
0.2222222222222222,0.4242424242424243
0.06666666666666662,0.43434343434343436
0.02222222222222224,0.4444444444444445
0.06666666666666662,0.4545454545454546
0.06666666666666662,0.4646464646464647
0.0,0.4747474747474748
0.0,0.4848484848484849
0.08888888888888886,0.49494949494949503
0.1111111111111111,0.5050505050505051
0.17777777777777773,0.5151515151515151
0.02222222222222224,0.5252525252525253
0.02222222222222224,0.5353535353535352
0.0,0.5454545454545454
0.08888888888888886,0.5555555555555555
0.0,0.5656565656565656
0.06666666666666662,0.5757575757575757
0.15555555555555559,0.5858585858585859
0.17777777777777773,0.5959595959595959
0.04444444444444448,0.6060606060606061
0.04444444444444448,0.6161616161616161
0.17777777777777773,0.6262626262626263
0.0,0.6363636363636364
0.08888888888888886,0.6464646464646465
