W,MaxPd
0.720430121027537,0.000871743828237202
0.7299131670217485,0.0009824830671081334
0.7136566051138871,0.0008820887860594218
0.6564011680708524,0.0007553364319001659
0.3654323711695744,0.00032010583360358747
0.5433309195142543,0.00048516425711069266
0.5087537712486578,0.0003165448601124851
0.45999609619944865,0.00044679026037931644
0.6257492863995155,0.0007801913485510584
0.5136291808634651,0.0005963269418964188
0.5259070724918651,0.0006864133860029502
0.5357776044915409,0.0006321625114397615
0.8088810424222614,0.0007863436082152867
0.47388476948695407,0.0007815098573343367
0.5137861407156763,0.00034457093317818386
0.7168861546837,0.0011060542670898055
0.7647387175362734,0.0006344465457929009
0.698167047375343,0.0005986884708702109
0.47148251678813874,0.0006027267059848908
0.480950271448605,0.0005922220231390183
0.5802315699257778,0.0009217702892513704
0.5323530121740367,0.0006257740845273049
0.4997427646401509,0.000525067624531441
0.8251241613588963,0.0008604185634638029
0.8760869881228789,0.0010852011343801724
0.5115631497251987,0.0005404275845417858
0.5730940775578217,0.0007745004210605808
0.5513697316218864,0.0005030060541016038
0.8072372479776113,0.0010191406536645383
0.5400678527253027,0.0006327753408132769
0.5478808148159323,0.0007256446071800473
0.46365705799952417,0.0006716976837400336
0.7261517713881607,0.0007368373178831599
0.6443039373096701,0.0008691872711348006
0.7415887833468164,0.0008518716243491736
0.7042575012884044,0.000980149378794371
0.3085055744551643,0.00029244460712535985
0.555798456082671,0.0005561798969463216
0.6658483330038188,0.000690192014138499
0.802332198286557,0.0007666652843874483
0.7056165263992709,0.0009923918067539631
0.861238296698739,0.0010764451032983385
0.7339698809106653,0.0008859515102092024
0.3250078875740794,0.00026884539034606887
0.37679038579317065,0.0004116932337052294
0.6441698021571666,0.0008471323020985423
0.529255878264105,0.00040767839048525873
0.44592378699111,0.0006479016688932438
0.6483592115377409,0.00046601050489397796
0.6232596415007375,0.000997326396314171
0.6934444590480631,0.0008720072142750345
0.6820118582102408,0.0008170308082850635
0.5749185696896585,0.0007064506247312551
0.14244692209789694,0.00015303637685449474
0.6049149122883496,0.0007886300343776965
0.5383698519200932,0.0007349275538460818
0.550079541445855,0.0008334559366398696
0.4162402042677703,0.00025929436969600355
0.8969902339888501,0.0009120449535410633
0.7304016686162595,0.0009317792935422259
0.6364351561437741,0.0007726376321577395
0.487613684604492,0.00033982467468061955
0.30079020001432766,0.0002913635093311608
0.5553645106384382,0.0005215322433996337
0.5881485484330483,0.0010946015188818211
0.4977396735594435,0.00038281845103490305
0.5844097860353223,0.0007050557215595946
0.6605018376405432,0.0008124916804711297
0.7212768441149663,0.0008434827838279325
0.5867570849281784,0.0006787392659305146
0.47983281848214,0.0008542379369415064
0.7001755841296854,0.0007115475224691152
0.5770437631565121,0.0006073632761088838
0.41934381112851443,0.000591380823815511
0.6285063731539647,0.0010613929691422126
0.7301417122605904,0.0009581159838778282
0.6029601474189142,0.0006408682188543533
0.6054911890105166,0.0004964170022267534
0.8754491042260837,0.0008637575770538078
0.6439870499156265,0.0005916574604767395
0.5307030062003653,0.000272404450389746
0.7180721958911969,0.0008826335923770234
0.3679018865904852,0.00016908221209377628
0.30461479712726447,0.000322431485438191
0.47608992120172855,0.0007793213518438312
0.653425135043869,0.001069697235287377
0.485069336275553,0.00045206132966892716
0.47507335863641004,0.00022130148385514557
0.43660132025220955,0.0007079680842103353
0.6322868746702406,0.0005684305527298466
0.0,0.0
0.619388441351148,0.0007665310082145102
0.7799581602892903,0.000548169153635903
0.44959112969207166,0.00031795621893196646
0.43225778983914886,0.0007402533477319723
0.8025403857637146,0.0008842143391296701
0.6947678424274923,0.0009012246475426911
0.6997776743905736,0.00093454532530129
0.5058408844710685,0.0008021850872697556
0.6476697833642541,0.0007501710805806959
0.28084647889738534,0.0006346760638113123
0.40732125126749097,0.0006759477853206912
0.2591327739329219,0.0002410551018391402
0.6981139934798601,0.0007886761006244364
0.3384412561524699,0.0002708167673902109
0.7808339564254199,0.0006795373648507843
0.5478288323815914,0.0006346582687502982
0.5902554386925688,0.0008744696776003821
0.57503221821058,0.0008985325705265453
0.4928325693140357,0.0005326106734554081
0.4665630447146435,0.00042143215489224195
0.6788921757503792,0.0006541453435081398
0.40661213913777855,0.00041627924098105784
0.3990176372960731,0.000403991990515532
0.9282172362352802,0.0009986482536304098
0.5737368585106913,0.000760704752155062
0.652501351440197,0.0008511637923111075
0.5181949676644069,0.0007500688546520962
0.535881469946303,0.0005340679550130489
0.5461846734192332,0.0006478866004948097
0.6538977598671043,0.0007354637496502924
0.5125368612088591,0.0005580141276464102
0.9100498651387574,0.0010256532633148132
0.43551157431353993,0.0005846873933837577
0.3325186792128705,0.00038278434383455935
0.5458032148429375,0.0006986777707717607
0.5052495778369465,0.0006877232842728375
0.571541482498084,0.0005083356748823446
0.5738427822018032,0.0006835550304057215
0.8577395636886516,0.0011259210176526298
0.547333393904639,0.000666696601881879
0.6133461884614574,0.0008124734070482259
0.675667994532264,0.0011284881943882342
0.5916411693280341,0.00046274329341854385
0.6814821734787337,0.00046437283308051023
0.49604305718512604,0.00037565828294034375
0.7186555420476987,0.0008761800125797684
0.4531022820782066,0.0006872525283704965
0.5515293020100052,0.0010297134552386669
0.6759419792966904,0.0006967427492286525
0.37427237847112127,0.00041635429595624683
0.4134091277826176,0.0006523060421724392
0.36971638578233046,0.0003917900319689399
0.8539427803814243,0.0010271480006057584
0.8528897623633206,0.0009117774535912644
0.46042899963851625,0.0004691568343284504
0.4301696924925675,0.0008052919518511117
0.6063637376252499,0.0007483580891470581
0.41147611615174823,0.00020208497056294753
0.48139161770690675,0.0006608763731817778
0.5433577281347699,0.0006193183042655088
0.43949639721007144,0.0004174732321732531
0.6269107613227002,0.0003775989969895341
0.5658189889601355,0.0005809637290254558
0.7904311296001695,0.0010244049302157963
0.22367535590478088,0.0003716649181677463
0.6169478553810532,0.0008492410168315115
0.7083023149628577,0.0007973101972691866
0.5363151355587596,0.0006597924052164632
0.47765059456299236,0.000433739113866207
0.449330488484952,0.0005709319547102719
0.6320619267425152,0.0007540854199747628
0.7509931855660529,0.0008411808587413922
0.8396717390643507,0.0008341647254016706
0.7849712324097745,0.001065338067203618
0.4179393428100673,0.00043610088202092166
0.5486082043789962,0.0006688513828615882
0.36392942415804785,0.00045805754769577284
0.20180382950079653,0.0003776378878084185
0.8732723038885889,0.0011463965793494346
0.25828316047780886,0.000388887284391474
0.6898129937263482,0.0009966325324422686
0.6427797746311465,0.0008869900816344405
0.41036185915872264,0.0003397440228717353
0.6790311453650075,0.0007855357507131621
0.3702539463055249,0.00027256513213713365
0.32856275631117826,0.0002269610786440972
0.6388033761438642,0.0005925473092009861
0.9401260187054868,0.0010325124461296107
0.5241085310752304,0.0004989671014441116
0.6215984827580026,0.0007532807196608251
0.6606339256026864,0.0009737745851947686
0.5119992822756786,0.0004912755690001204
0.42416226761296505,0.00039911480437807944
0.8341287686565311,0.0007696744196416738
0.8257335613265182,0.0009795348273181597
0.6700552429163676,0.0007596115996420353
0.6164297910322335,0.0007031030484640082
0.5835745470966895,0.0009584520330815348
0.21485209064381583,0.00047381330430565626
0.6729681333759543,0.0007124646378191594
0.5553911646150779,0.0007233727710542268
0.6700754239421939,0.0007613429347069052
0.535941217712421,0.000821609353115965
0.7454543132209498,0.0009454583378273294
0.5417402710150132,0.0008613791619065431
0.7543328194836437,0.0010442414004731718
0.44806017004699505,0.0003806991166687308
0.6272967855753373,0.000851317059449717
0.7483008172737384,0.0008636074671034298
0.36413853581646477,0.0004806809062891603
0.42777185082621655,0.00047193224197991125
0.6193309727412036,0.0010291476488355818
0.6908694175917213,0.0009569920726975076
0.31931347662762505,0.0004584359797599493
0.8469160608946928,0.001092965760515734
0.4960861255046107,0.0009017210436405204
0.4444127138120956,0.0006265601765649849
0.49518242351284414,0.0006136112559804752
0.5722101257982277,0.00043719054249231827
0.4485434947536545,0.0004937995974962938
0.9395574852231147,0.0009792101152904238
0.4937672184910005,0.00017346118435840574
0.2950348446527154,0.00019409388792481915
0.8748575619441511,0.000817736822548136
0.6478271850561107,0.0007960109664686958
0.35883064619224925,0.00044380595210542485
0.6249306974515394,0.0007489856520657427
0.8747492633649423,0.0011906035770425072
0.48001967983238825,0.0005861198001248714
0.3416320085193756,0.00021542710459299653
0.3220196634548657,0.00015377367598289965
0.7572844445521879,0.0009796869942244985
0.6617728740679245,0.0005784696459814216
0.6122901880257446,0.0005753730183437659
0.6408586595327435,0.0009236531693521983
0.6603736231392954,0.0008611023339005409
0.4565271984114504,0.0004104087842861014
0.4979091558836191,0.0005423840366960292
0.65164605298164,0.0008185252585589373
0.7681804532320385,0.0008551650022181348
0.44083971492152574,0.00030975135638047985
0.4007752385875179,0.0006796771900212687
0.6123803269955069,0.0006577537226591752
0.7168855876561543,0.0010469671063277717
0.48317088755098564,0.0005395836585556987
0.8329455184027972,0.0010897145263262754
0.23271618668938648,1.0646756317046928e-05
0.2563992666875761,0.00030473606717519434
0.7548024729352595,0.0005010477841722775
0.5857995742315346,0.00047782766916373723
0.45040250560782874,0.0005175299332602913
0.4837427569226843,0.0005746273478828925
0.7534986556881489,0.0011924724411409337
0.33732875179003935,0.0003036448281096374
0.7938403937639573,0.0009906231594643247
0.7489092083741692,0.0006934939068484644
0.80164344391853,0.001124495212305095
0.46958576178221406,0.0003004560679785463
0.742291639763541,0.0009268677131873135
0.6343067151555243,0.0008903147443687342
0.7425858386917675,0.000818927465207326
0.6242723121951744,0.0008690910725655924
0.7450426107208912,0.0007507678369958932
0.3791859335753592,0.00046083568200981347
0.5610935728591215,0.0006005741733059608
0.6600786804476648,0.0007995614638351754
0.5193340008155769,0.000756224319340794
0.45941352326232743,0.0007379521880243932
0.5782788043807398,0.0005973886181992946
0.27683858828934116,8.555774458102682e-05
0.7236382892404855,0.0012054461887057771
0.6991229858592459,0.0010998693353107688
0.6262516912148849,0.0008183564446600039
0.5233707472344958,0.0009543620870502263
0.7265660255121745,0.0007208654373867968
0.46431515974211673,0.0007287639091696447
0.5320839502396653,0.0007651605971698743
0.35640678017075494,0.0006584366798808032
0.7773410998826235,0.000853768568288552
0.7579632170262139,0.001093847811941744
0.6733574787899289,0.0006537348133634762
0.609113806493322,0.0006038553529475587
0.8265600371121734,0.0009426266748216219
0.6056492240058668,0.00047763173214758644
0.3278370162827926,0.0005742185398408804
0.5810794786162575,0.0011288594031883617
0.4907433195023778,0.0005933875039646096
0.6410137857504239,0.0006087709037059016
0.7287947235980783,0.0007998867020609498
0.8533970715987588,0.0011957452972862564
0.2705935089101972,0.0006710998270926103
0.39117634592014716,0.0006701214335888561
0.5399417222343841,0.00101929463834596
0.7905692744474582,0.0010370158403129363
0.7151809113902958,0.0007739490133493557
0.3917441945510689,0.0005340233238518891
