GF,W,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,MaxPd,MaxV2d,MaxV3d,MaxM2d,MaxM3d,MaxTd,MaxPc,MaxV2c,MaxV3c,MaxM2c,MaxM3c,MaxTc,U1,U2,U3,R1,R2,R3
-1.3743450033395272,0.30194716352890116,0.046390253371550026,-0.6168571066102021,-1.0508720281700887,-1.0288546306136905,1.3794504078670053,0.6158941656723367,-0.01339333102268496,1.3700860887819344,-1.4234088332590755,0.8205105352037845,0.8217631287683091,0.16736067636907187,-0.1270600518396665,0.06189806552951622,-0.12816474917540277,-0.3278172992417328,0.10361759603613191,-0.35153586957924876,0.24217042805700867,-0.435728849778603,-0.26976827835765427,-0.13525475122109012,-0.4296405315866941,0.7747551736103254,-0.5131302759415785,-0.5300644939099013,-0.9090430659578759,-0.5712840272233948,0.0720199761458114,0.0720199761458114
0.4441705874714138,1.0664884395169567,0.8815892881830982,-1.4713719451923468,0.5700555716138462,0.046586422135138104,-1.1447924297317444,1.526681013159942,0.4239598029705216,-0.25440666567296516,1.5288204417408362,0.51940377979145,-0.1705841217091554,1.134658411867638,-0.1270146952384895,0.05900007400994593,-0.1310503504732927,-0.3302760970993218,0.1031032370960011,-0.35304471136806337,0.24132791607038076,-0.43584043067079364,-0.2813325968083888,-0.15507432572129867,-0.43000402464090326,0.7031360474854825,-0.5150916205194964,-0.5300696730411767,-0.9090430659578759,-0.571238568873409,-0.49009431848426227,-0.49009431848426227
1.3534283828768843,-0.3871194618219569,-1.4736138737109985,-1.0503834506615055,0.940118376997317,1.4179608156587133,0.9676711765174105,-0.6638768239390317,-1.1102562974048682,1.1588187540270833,0.9679654247034829,-0.853625615033732,-0.9690495875439025,-0.6500661448403867,2.1185365794175874,1.9355618378010664,2.1197951218923974,2.2280369288489386,1.884164731633064,2.235524225451789,1.688154392293401,2.2475588165913565,2.2126671417345793,2.1434064901453787,2.2472259152657514,0.6878487923674647,2.1518354416278416,2.1476448814013454,1.5152122767121035,1.7332123181909536,-0.609752311895613,-0.609752311895613
-1.3743450033395272,0.8903926818468518,-0.8612732290236501,0.8595879974018469,-1.4657166874305214,0.6296379809847733,0.41109222748170815,0.8718656638039377,1.7726967596004246,-0.45347988872631284,-0.8718139427685525,1.3052847703181176,1.085095081188889,-0.166955761585891,-0.1269846687745943,0.06116717472463521,-0.12873200437309712,-0.3285964465632828,0.10378247315336804,-0.35183758935510234,0.2421959409574693,-0.4356446192033472,-0.27080390749105493,-0.1370296702404427,-0.4295687067924575,0.7627306996001081,-0.5133059117549414,-0.5300722555459675,-0.9090430659578759,-0.5712639720689893,-0.022593320970141658,-0.022593320970141658
-0.4650872079340567,0.9503095192116804,-1.1391339213057796,0.9547771333082921,0.006242906325206882,-0.5189370630628171,0.9467417243797116,-0.8616226252859824,1.3096992388373336,1.0548445684504864,1.1889085904690446,-0.4986636275302018,-0.4160595521476423,1.2059570769579737,-0.12657599612583126,0.061971972431323206,-0.1259250725096437,-0.32717964399640426,0.10513284666934967,-0.35163974811265797,0.24216955785711086,-0.4356226253562656,-0.2743680876458351,-0.14313816114811498,-0.42917132887049175,0.7631113051319608,-0.5139104148341396,-0.5300585769201142,-0.9090437333417787,-0.571211828667535,-0.019810576937318122,-0.019810576937318122
0.4441705874714138,0.8475954786135405,1.444456298666044,0.2893811571218132,-0.38259976596979545,0.5474429583568654,0.9930125281596281,-0.5384068293204157,0.7670039082902667,-1.0852026842434308,1.5684497967229565,0.7037523278424885,-1.1864886368975156,-0.23748263347999574,-0.12694649168434316,0.058614374114098935,-0.13153497343130569,-0.33045208701208095,0.10258193585987302,-0.3533505978021423,0.24095252370064238,-0.4359612110515685,-0.2856531536676712,-0.16247913724734475,-0.43038498660673147,0.6809736355003737,-0.5158243918517341,-0.530058981153605,-0.9090430659578759,-0.5712399058837027,-0.6626244485192342,-0.6626244485192342
1.3534283828768843,2.1230616809571212,0.5440056477660571,1.372945195516196,-1.6084761788656687,0.8509765785561814,1.0422569966743955,1.4303237310750418,1.7751961555916573,-1.3730298949810888,0.044774835427288225,1.1181605974186162,0.492896805927978,1.5357557311465189,2.118910471281466,1.9394998593176895,2.124889439698059,2.232061149092257,1.8855640241431624,2.2375199460665036,1.6895881995461037,2.247991924107973,2.229116698799056,2.1627190320866596,2.247544936534364,0.7966911814247228,2.154625330971945,2.1476773259933166,1.5152129440960063,1.7332564395306456,0.24455010618078574,0.24455010618078574
0.4441705874714138,0.33124043553287846,-1.0500513865578283,1.475648779242468,0.5525333596865526,0.10629123234354856,1.2353373722974088,0.20371423843597158,-1.5655328837789813,-0.12986430034720622,1.0197922572917795,0.7698581914131878,0.2301171435048455,-1.7191111499499576,-0.1268594549181502,0.059578465666649545,-0.1293606378285366,-0.3288742511278827,0.10318703953082325,-0.3530455190199865,0.2405987935895094,-0.4360973844671574,-0.2887042046032647,-0.1677081986554669,-0.4302729781728141,0.6945756898931611,-0.5163418521031942,-0.5300467094015165,-0.9090437333417787,-0.5712051436160666,-0.5568801752719941,-0.5568801752719941
1.3534283828768843,0.26081555491529557,-1.0047670604781793,1.491659528497788,1.4409546753636937,-0.48853423481384783,-0.5508546098041772,0.6726357987033378,0.8460231076211618,0.9804766327235089,0.2872979723314004,-1.4713675088737097,0.19670278456023527,-1.6026596524136398,2.118410993120942,1.9378918633654914,2.122958460194274,2.230670466929217,1.884288050711175,2.236629330722685,1.688769801518698,2.247669801934564,2.2223919830827232,2.1548239043444717,2.247341392992031,0.7516604263566933,2.1534848096190427,2.147652265282097,1.5152122767121035,1.7332149922115412,-0.10885838598762647,-0.10885838598762647
1.3534283828768843,0.40623308146780734,-0.5991663535414796,1.5849791248799145,-0.06933952188291947,0.8221561404280037,0.5641459067548074,1.015908378681263,-0.6955677777261992,-0.8104089279035662,0.7151743226482772,-1.163489959607038,1.158774914914867,-1.1720426775376336,2.117887792132416,1.9367371589422147,2.1220568938043627,2.2301644504906237,1.8842179715578797,2.235898570564363,1.6879593426974278,2.2473059535467033,2.2122113713624953,2.1428713946169116,2.247056499889049,0.7067643106462679,2.1517581384713527,2.14761664860461,1.5152122767121035,1.7332230142733034,-0.4594841341232175,-0.4594841341232175
