"GF","W","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","MaxPd","MaxV2d","MaxV3d","MaxM2d","MaxM3d","MaxTd","MaxPc","MaxV2c","MaxV3c","MaxM2c","MaxM3c","MaxTc","U1","U2","U3","R1","R2","R3"
"1","214488.97267957","9944.948064621","16509.066804119","18111.655290645","20200.356876716","22895.081517412","18866.564832416","21673.018881045","22327.581334637","20955.041718811","19084.961107839","15661.319212234","8259.377039073","4279285.617575","1779287.9966283","219013.80891885","72103883.170075","588411267.32847","2272201.5499134","4725547.1496916","32892.194279969","83318.875286534","75611879.322528","16399669.271381","18706948.29765","0.004646833","0.0009507","-0.003302354","1.895E-6","6.132E-6","6.132E-6"
"1","216137.51106995","10018.535103325","18828.735109313","17690.592183584","21812.970335372","21056.78701376","20070.363189665","22526.521978167","18808.596075212","20656.174495152","18815.844070972","17089.274100475","8763.117414951","4272970.847429","1773679.6657852","217157.83742891","71245653.756006","586897033.34737","2254600.4055743","4720421.2227288","32092.694534053","81140.881439297","73635349.906161","15814235.264657","18046512.452075","0.004525362","0.0009333","-0.003302355","1.844E-6","5.915E-6","5.915E-6"
"4","215757.46862411","8941.904657458","17066.504046995","15635.877606662","21138.602292715","21512.547691475","21322.058058865","21008.853206827","20680.981527364","22900.360607911","14861.374228402","18921.476183226","11766.92851621","16992252.378498","4691140.5290161","875281.25019005","711326935.13661","1439852582.5386","27648464.33546","9318384.1251475","3876443.4477224","602081.43810733","328639050.53046","1193762800.2638","18485435.5278","0.187019836","1.517850482","0.000330122","0.001725425","6.059E-6","6.059E-6"
"3","208009.3309709","11224.357029785","16036.073519402","15073.869379851","20651.145336325","19775.055830545","18750.906738469","19882.291967819","20172.306198026","21870.214916039","15711.450279773","17254.353242474","11607.306532394","4262369.6905499","1768936.6718933","215731.96351615","70699133.586452","585508914.04295","2235566.7623053","4712607.3558026","30490.757299216","77303.620752015","70153035.832452","15144456.942995","17242432.486932","0.004311352","0.000886796","-0.003302355","1.757E-6","5.652E-6","5.652E-6"
"1","211199.08103488","9390.984756684","16055.78221187","15938.952250185","21948.032625879","21779.480505435","20928.03085725","20009.352748871","22971.257454159","21502.489700538","17398.117052375","15093.689726444","8182.911145186","4277944.4030868","1777857.0075035","218391.6564422","71819526.759623","587960633.39295","2268278.2769121","4724918.4932337","32835.361415251","83321.054951266","75613857.368273","16236708.593412","18572697.989734","0.004646954","0.00093823","-0.003302354","1.863E-6","6.088E-6","6.088E-6"
"3","211251.53127256","8898.821019219","15893.102298367","18328.406029702","18847.644726886","22476.201583321","19318.940973461","21086.239556459","22322.218548654","18954.056819524","18712.4182322","15475.632287456","10937.84919731","4273554.3403057","1777845.8039935","218188.95762125","71852742.800906","587532629.60651","2267507.9890323","4722578.2840421","32283.19294758","82847.054822429","75183702.251353","16082085.574487","18546659.854646","0.004620518","0.000932908","-0.003302355","1.838E-6","6.079E-6","6.079E-6"
"1","209849.45797676","9696.930720209","19046.724929017","15530.019519331","19194.361355303","21019.640898952","19393.557864534","20255.624204291","21297.88384775","18885.617981706","16315.430080865","18166.798043525","11046.868531282","4262981.8111462","1772808.563522","216466.13952279","71190230.813338","585914140.33515","2249883.1130825","4716067.9338949","30952.427280564","80155.268909623","72740906.535482","15410865.798647","17854186.092736","0.004470393","0.000884006","-0.003302356","1.747E-6","5.852E-6","5.852E-6"
"3","208521.77387438","9014.787666614","15910.416611581","16336.291883086","19559.574163207","19722.751818299","20468.462084734","22547.305435847","20808.165365911","20669.809885042","18806.694732282","14924.450608989","9753.063618784","4271709.5363586","1777366.1070195","218223.60656865","71869820.071291","587618507.89044","2265657.8248048","4722478.3417437","32001.171743423","82115.137112266","74519486.929381","16130706.807818","18474720.23627","0.004579698","0.00092179","-0.003302355","1.849E-6","6.056E-6","6.056E-6"
"3","205193.96395342","8746.215855797","15820.154015933","15604.98520753","22466.087883954","18761.280041865","20351.469937985","19649.560642522","21476.375907295","19288.577184906","14855.951390291","16265.081317383","11908.224567955","4264919.9202839","1771119.9214856","216043.80189998","71036199.470124","585566950.33625","2244605.7787373","4714637.3394172","30843.452750122","78893.543059961","71595890.326913","15223020.31654","17606101.721016","0.004400024","0.000901454","-0.003302355","1.77E-6","5.771E-6","5.771E-6"
"3","215924.05322201","10439.299837606","17352.511225509","15646.614517924","18930.556160462","22204.760512092","22798.55667943","19787.805011495","21948.718542619","19854.019909962","17421.52806934","18405.94471111","11133.738044463","4275232.298729","1781127.329468","218887.44510465","72439817.79306","587810521.0246","2279705.3828661","4724688.6416024","32511.526112607","84521.70905435","76703450.966822","16238813.29122","19075362.540923","0.004713917","0.000954732","-0.003302354","1.848E-6","6.252E-6","6.252E-6"
"3","212125.51759155","11444.756956958","17438.867248524","15846.809598871","20174.964329355","22384.650320647","19361.747646926","21986.694394086","21098.705658964","19539.809546426","16044.372797718","15046.517713699","11757.621379373","4270274.1649441","1777052.1688132","217766.74633975","71754373.918647","587046302.5821","2265327.0423196","4721582.2405102","31983.851639025","82746.033404757","75092025.314816","15896520.805565","18508608.460818","0.004614884","0.000914978","-0.003302355","1.803E-6","6.067E-6","6.067E-6"
"1","207088.4018741","8335.241148171","14929.063673708","18437.515911149","19911.500318569","19869.419135287","18880.620660169","19601.655596753","20829.255110405","22046.33657956","16204.951639118","16084.268158853","11958.573942354","4266811.4999965","1770276.5492647","216132.71674819","70871601.867957","585902205.66953","2241185.6776606","4714212.9794286","30919.125357302","78275.676475541","71035176.401552","15293151.490498","17465350.143696","0.004365565","0.000911163","-0.003302355","1.797E-6","5.725E-6","5.725E-6"
"1","210696.97125366","11831.042084047","15482.266532793","15737.560454153","20164.142512445","19649.849302284","21028.266451763","19061.907891008","20855.39567831","22864.659334914","17575.570599294","17502.596696302","8943.713716348","4269606.9996312","1770947.0979689","216326.02627456","70956663.890833","586377187.03074","2246333.8903386","4717654.5816927","31367.101908514","79730.995631667","72355878.535736","15555027.51808","17724839.55218","0.004446731","0.000915348","-0.003302354","1.804E-6","5.81E-6","5.81E-6"
"1","220826.24274321","10969.225006072","16749.258716645","15554.928566079","23040.13117903","21447.673207986","22267.968253214","23046.183644229","20920.378528462","19900.67723549","18763.547068126","16375.434709013","11790.836628861","4280420.7238471","1781182.8446599","219083.40096219","72220243.62282","588502884.71892","2281638.884778","4728714.1462606","33439.165505624","85782.784806732","77847877.212108","16571208.206767","19188871.350059","0.004784249","0.000949009","-0.003302354","1.889E-6","6.29E-6","6.29E-6"
"1","207078.62255625","10609.657528405","14856.727927956","15234.025759462","21412.251718062","20964.354164284","19412.640707215","21294.458743312","20263.466536398","21175.229437533","15673.955648628","17309.329819227","8872.524565765","4267764.1026393","1773106.769043","216865.89361655","71219695.613215","586415004.82912","2251270.3105536","4717891.2329065","31455.019849147","80348.13403767","72915931.639185","15571002.496947","17909097.788719","0.004481149","0.000900468","-0.003302356","1.794E-6","5.87E-6","5.87E-6"
"2","211068.95233056","10770.996639518","16349.442113356","19151.249101904","18957.523398662","19850.810403582","22255.004901741","20638.479449974","19181.146250135","20237.414647603","18397.23265978","17250.096419818","8029.556344486","4269108.0134729","1774403.1689236","217176.36441077","71459470.416551","586642966.78587","2256256.0971818","4718446.5433688","31608.73977949","80810.442671293","73335476.724197","15708108.566994","18097807.712833","0.004506933","0.000921506","-0.003302355","1.83E-6","5.932E-6","5.932E-6"
"3","221424.75335017","11869.588378929","18276.431732337","19152.972833643","19825.272085589","20594.218516959","21992.326472994","18995.978511301","21738.736850092","21719.657911747","17457.518651263","17687.475962062","12114.575443249","4274207.0756145","1775689.6410216","217818.26620783","71576389.203608","587306326.80233","2260118.6048461","4721192.3721804","32208.67400656","81497.798402034","73959252.049844","15923490.951769","18235849.829135","0.004545268","0.000936227","-0.003302355","1.861E-6","5.977E-6","5.977E-6"
"2","209170.3979102","7970.149019479","15822.030044183","16923.426893133","19041.610836171","20700.859067704","21377.347227532","21091.382537014","19030.528822853","21638.534906105","18389.238663478","17732.326708882","9452.963183669","4270781.2369879","1774287.8690996","217012.534488","71426909.396681","586498090.53341","2256554.146992","4718944.6037962","31689.388206382","80934.79014111","73448322.053056","15668935.24108","18103191.071603","0.004513868","0.000931229","-0.003302356","1.826E-6","5.934E-6","5.934E-6"
"2","211631.26191367","9171.828767512","18465.887919526","19045.519707639","19550.280899895","21682.970554177","19092.058350423","19061.707841311","20475.616930585","22968.144385492","17965.714832707","15050.824108466","9100.707615932","4271719.9161389","1770952.0697438","216481.5424543","71103195.736597","586333074.48555","2248637.0516731","4717135.914293","31517.775668573","79772.793919846","72393810.482259","15478377.914278","17791214.708407","0.004449062","0.000936682","-0.003302354","1.841E-6","5.831E-6","5.831E-6"
"2","212308.14438462","11448.613620625","17004.834288813","16125.049721606","20935.163653883","21984.258184913","18852.132616275","22120.098564121","19426.995611199","22641.748973829","15102.032235279","17541.875614236","9125.34129984","4270083.5062188","1773455.4741549","217105.3303492","71245262.589366","586725367.27356","2252681.4772486","4719159.9535613","31743.487837902","80747.388589752","73278255.145199","15688402.081237","17979759.615395","0.004503416","0.000912431","-0.003302355","1.81E-6","5.893E-6","5.893E-6"
"3","214269.58889162","8573.074081042","15233.058103884","18246.398726429","18882.344430604","20006.01407797","21137.401321162","22322.395936949","20760.856267477","22660.631732982","18431.670462945","18779.44835305","9236.295397129","4276222.9679288","1777939.2380844","218484.31297893","71825704.16398","588060490.29928","2267417.961507","4724851.3153801","32499.048422199","82721.961025111","75070179.630287","16316285.808091","18543690.136813","0.004613542","0.000939351","-0.003302354","1.874E-6","6.078E-6","6.078E-6"
"4","223290.52224249","11810.152333851","18567.632019413","18609.145637315","21261.977487442","21102.53903303","20990.411189306","22874.377680629","22437.210997424","21987.936331822","16939.680561508","17208.613854442","9500.845116313","17002072.858139","4696954.0521175","876668.65229124","712222143.72294","1441577212.8952","27665915.666005","9324171.6826219","3877595.7164084","604678.06061998","330253284.19216","1194117168.1383","19265571.131301","0.187164654","1.517907221","0.000330122","0.001725523","6.315E-6","6.315E-6"
"4","216105.45422913","8702.475144197","17068.327167846","16259.571753576","19717.644639874","20366.623356407","22411.83857474","20211.75335392","22526.665549299","21441.254285863","17019.554988524","18462.958798207","11916.786616675","16993103.436218","4691953.5292043","875314.2960989","711344958.58863","1440209553.171","27650895.545713","9319546.1965386","3876594.5754472","602904.81847029","329150918.65632","1193799606.1398","18619746.929523","0.187065758","1.517856747","0.000330121","0.001725417","6.103E-6","6.103E-6"
"2","222400.16364806","10632.989334121","18920.770965853","18304.998892751","21964.172198707","22372.039951528","21360.773102279","22205.613689542","21214.343471237","19345.367299718","15751.892493591","18305.083796615","12022.118452123","4279067.1955399","1780471.4613029","219046.12173994","72093264.986563","588583171.08749","2277431.5775138","4727716.1926963","33062.890809488","85010.609602942","77147128.214668","16590088.693645","18995748.180852","0.004741183","0.000954879","-0.003302355","1.861E-6","6.226E-6","6.226E-6"
"4","214568.09829476","11133.850235835","17272.198729284","15720.118593225","21920.895375132","20570.61797968","22706.724441794","18874.598875223","21017.374087793","22645.321392298","17275.468933158","16356.924373085","9074.005278248","16994540.828376","4690767.54429","875430.46857722","711456814.15655","1440000875.0105","27646320.444567","9317024.1527834","3876348.8827835","600893.83181456","327900755.28525","1193906576.1462","18344111.254516","0.186953602","1.517874578","0.000330121","0.001725468","6.013E-6","6.013E-6"
"4","214756.58504044","11990.394397785","16134.394598174","16674.457938194","18914.662321776","22603.080069233","22251.022292809","19350.580864655","19241.315833023","21868.545804008","18678.512308553","17062.163881331","9987.454730895","16994853.734919","4693046.8892779","876145.05379859","711987869.57483","1440031105.4431","27652743.604156","9316430.8919159","3876149.7686883","601183.09767215","328080582.22671","1194103472.2563","18624105.320868","0.186969734","1.51790561","0.000330121","0.001725481","6.104E-6","6.104E-6"
"3","219931.41663125","11844.94674019","18376.744294152","17018.888584889","22545.521880564","20610.251498439","18792.726230691","19586.355533897","22086.133063653","22447.621119753","16302.414729879","18839.070650685","11480.742304456","4273504.1174013","1773501.2387454","217200.31922537","71349729.722194","586841296.20903","2252847.6189832","4717910.5007865","31728.796022567","79988.686781312","72589733.25404","15651954.761755","17937681.767924","0.004461102","0.000940289","-0.003302355","1.851E-6","5.879E-6","5.879E-6"
"4","215123.89619027","10016.66044976","16396.300344558","18983.673964062","19076.056902739","19091.688628008","21296.941152154","22777.83783561","22257.232312225","21758.826407486","17812.502907469","15004.108876327","10652.066409875","16996340.088324","4695431.4639768","876436.73684472","712104680.56393","1441156903.564","27660893.067691","9322004.031375","3876841.3541437","603195.43506438","329331585.30511","1194024446.1606","19005474.773286","0.187081966","1.517891179","0.000330122","0.001725499","6.229E-6","6.229E-6"
"4","212785.16772128","8317.717443544","17375.981042989","16644.818260062","18882.25523872","21725.35026077","22002.362174064","22195.976914878","22883.90507211","19595.282919107","15658.628890311","18675.711682114","8827.17782261","16994380.764939","4697230.2684439","876539.5389233","712176486.75905","1440821768.767","27668254.150698","9323485.4210062","3877084.7305518","605819.08425496","330962620.55199","1193916267.8344","19417115.78597","0.187228291","1.517872336","0.000330122","0.001725427","6.364E-6","6.364E-6"
"4","215169.31316919","11855.536871235","16923.83374481","14938.748448372","19059.99401799","21367.14353755","21177.025176066","19413.599731891","22233.514640148","22151.392799395","17720.60070879","17641.85334361","10686.070149329","16992157.231614","4689858.7113779","875055.25158938","711209121.96618","1439894784.0104","27644377.886456","9317887.4354008","3876181.6988555","601454.24293207","328249144.1962","1193844908.6366","18314651.037481","0.186984857","1.517864842","0.000330121","0.001725406","6.003E-6","6.003E-6"
"4","217712.34556073","11822.448821383","19069.212149476","15706.358758813","19878.773505258","22852.871123862","19283.327078842","19531.264859468","21904.219719187","22969.964793804","18261.679307182","18002.668519986","8429.556923472","16994907.23671","4689130.5538354","874812.69949732","711097609.3541","1440063950.7535","27643204.251158","9318070.1210119","3876324.5886118","601144.96566082","328056876.82618","1193886541.1284","18201070.695221","0.186967608","1.51787237","0.000330122","0.001725432","5.966E-6","5.966E-6"
"4","207125.43684822","8339.845172665","18678.736169771","18108.110442943","19763.031101715","22045.901572263","18765.57774347","21318.269156767","19102.286823808","20147.586300947","16348.598853705","15177.100358897","9330.393151266","16985007.42242","4686013.2297994","874100.4782357","710598346.879","1438677236.6702","27631247.842963","9312093.6297304","3875317.0573831","599037.07762434","326746473.09708","1193581660.9706","17680997.761381","0.186850047","1.517822794","0.000330121","0.001725368","5.795E-6","5.795E-6"
"4","214446.63213934","10890.094225117","17343.860962858","18947.92143549","19300.571850441","18909.010604919","22482.896323567","21405.625908657","22678.038231784","19603.138348889","16603.473691042","16235.761347506","10046.239209066","16993051.875964","4693802.1976363","875951.91210291","711775440.89179","1440152564.1383","27657032.412182","9319194.9511897","3876491.9997383","603173.09935998","329317699.94271","1193948638.0963","18861207.059037","0.18708072","1.517879604","0.000330121","0.001725442","6.182E-6","6.182E-6"
"2","216408.05432745","9844.248208779","18090.571655299","19038.841696386","19634.95622929","19570.59479109","20206.869379148","20661.938666817","20922.146319722","20595.498066705","18225.655221065","18712.146842771","10904.587250377","4269686.5937629","1773089.5471475","216999.11366211","71234084.753557","586622240.1528","2251123.2315035","4717962.7320184","31543.034925773","79945.54430678","72550581.458402","15661789.294178","17847762.466922","0.004458696","0.000919856","-0.003302356","1.827E-6","5.85E-6","5.85E-6"
"2","221040.80882315","9409.740727809","17413.574093838","16979.647278425","19865.485091539","22644.64384481","22511.849791564","22048.417111187","22622.985841411","22906.051768917","15990.169807037","18076.959526601","10571.28394001","4283616.6431803","1783943.0335155","219842.43827806","72594796.988791","589202321.78568","2291232.8669777","4731595.8700405","33893.429988459","87307.318947884","79231391.945203","16876368.797209","19573645.509052","0.004869275","0.000966337","-0.003302354","1.899E-6","6.416E-6","6.416E-6"
"2","214326.04269996","11759.983027932","16094.657387932","16764.705306036","21322.71619152","18812.793684595","21739.374230642","20950.93722147","19747.030198236","19924.966640866","15928.66499505","19100.449415326","12179.764400354","4265653.4433066","1771816.9824413","216355.13421083","71003672.983768","586107907.33102","2248212.2089888","4716964.880739","31262.93989715","80213.186511733","72793466.759397","15505163.115714","17810275.877815","0.004473623","0.000894682","-0.003302356","1.775E-6","5.838E-6","5.838E-6"
"4","217955.75733534","12071.587538817","18601.819018954","17384.730197415","22200.515593459","22566.92318313","22681.329958213","19084.991569177","21270.008468083","19513.552476488","15519.011618623","15426.784873145","11634.502839841","16995442.823388","4695753.2637466","876497.3085439","712174057.56745","1441261471.6642","27661658.479404","9322063.4826639","3876666.8351884","602929.87750902","329166497.02542","1193897980.7418","19007342.443308","0.187067155","1.51786915","0.000330121","0.001725477","6.23E-6","6.23E-6"
"4","211693.87479381","10397.425759026","17118.914639224","18281.944562733","21428.718079653","20176.69712862","20400.021010373","18877.521067518","21022.20017544","21467.03793193","15094.147042452","17964.391880393","9464.85551645","16986946.989128","4685637.5054146","874026.86176798","710486882.54695","1438901152.8101","27630768.119129","9312467.6674055","3875400.2450482","598618.41212077","326486202.70903","1193701788.8638","17615932.242623","0.186826698","1.517843675","0.00033012","0.001725388","5.774E-6","5.774E-6"
"1","210489.22244957","10401.963495021","15466.840811364","18668.395146448","21181.072609282","21202.720903047","18854.084429411","21601.578230703","19097.387573692","22373.41148742","16348.47739169","17079.424706331","8213.865665161","4270742.5512348","1771334.7178823","216608.0151916","70930862.320052","586378575.94716","2245205.7800492","4717500.6407172","31613.827006032","79367.397532801","72025913.261016","15517953.625088","17635742.141269","0.004426452","0.000927157","-0.003302355","1.827E-6","5.781E-6","5.781E-6"
"1","212421.31219117","8150.72437836","15693.8025095","18096.11599179","21340.975354845","22981.109935642","19117.234869857","20244.573356745","20808.132810023","21308.103266255","17401.192983612","18872.513440751","8406.833293793","4275114.024709","1774855.7349412","217658.80294054","71511970.601431","587344285.55811","2256863.7653247","4720909.9635061","32201.741164793","81023.816544135","73529113.513801","15927630.153138","18124842.104392","0.004518833","0.000937224","-0.003302354","1.854E-6","5.941E-6","5.941E-6"
"1","218191.62804917","10442.086229467","14829.424998679","17611.018722811","22408.185861941","20393.221795388","21931.873312324","22318.699392379","20342.164393025","22316.078048331","15795.343573444","18919.467558741","10884.064162639","4277383.7594537","1777411.2935328","218154.7295502","71739916.61966","587824194.9059","2268296.9639421","4724827.3446148","32831.75623946","83456.714656561","75736968.550828","16226622.764061","18622019.629216","0.00465452","0.000943794","-0.003302355","1.871E-6","6.104E-6","6.104E-6"
"2","211886.42446646","10823.502846202","16113.772182497","15196.397542239","20773.829542896","22355.01653981","22770.029371722","19591.314488718","20433.819957263","20437.666737371","14815.875299158","17478.818997054","11096.380961527","4272431.9599107","1780418.0230674","218970.96272897","72449777.91767","587922828.77413","2275924.2966006","4722683.8218149","32111.806877211","83259.716506113","75558192.729296","16244238.068721","18899371.298755","0.004643533","0.000939201","-0.003302354","1.85E-6","6.195E-6","6.195E-6"
"4","216965.75928244","11161.044971849","14915.985060659","16824.831854188","21764.612668143","22008.755007867","22606.771213297","20633.041459503","21979.103397323","21064.434568366","18258.009883187","16676.890571226","9072.278626834","17000248.297185","4695671.3212119","876305.36057055","711978671.67697","1441229930.1504","27662104.695628","9323495.1776058","3877445.8357616","604392.09694249","330075510.10606","1194025150.3123","19110804.865311","0.187148706","1.517892467","0.000330121","0.001725497","6.264E-6","6.264E-6"
"3","213635.08694217","11759.226581344","17480.986854087","18430.538354625","18968.521567227","20074.343037342","21286.511828956","20601.241089414","22524.297257434","21269.262456364","15627.673805869","17476.637901822","8135.846207688","4272809.5840074","1777280.9436643","217985.75170483","71830050.134737","587350839.24379","2266364.9508931","4721914.6803959","32148.783367764","82600.410455104","74959872.488006","16030237.997706","18499110.21042","0.004606763","0.000931028","-0.003302355","1.833E-6","6.064E-6","6.064E-6"
"2","211489.6303182","9769.108849423","18248.92992405","15328.476290801","20644.219043094","18763.833412938","20019.23154656","21786.156107333","18937.59778653","21374.333462754","18749.369755764","15964.111926473","11904.262212479","4265995.7516051","1771663.5073428","216460.92995753","70960690.536714","586242687.12374","2245254.7322674","4716694.147724","31005.697614722","79415.929507338","72069956.027908","15511615.505786","17633947.236497","0.004429159","0.000909618","-0.003302355","1.801E-6","5.78E-6","5.78E-6"
"4","220425.17808184","12144.158521221","17190.508113464","17212.55502929","21971.414264979","23016.894878077","19578.728408056","22870.749001077","18700.721996942","21983.163664595","18376.184346054","18529.873681692","8850.226176393","16996654.539984","4690994.6452619","875220.66233157","711269015.50814","1440236484.4405","27647233.782024","9319149.9075333","3876778.8633082","601831.76810666","328483839.01309","1193944925.6005","18414296.930864","0.187005912","1.517882568","0.000330122","0.001725471","6.036E-6","6.036E-6"
"3","218191.20301907","10788.25641135","18753.092863723","17303.19447609","19696.51151583","20139.148858514","21553.285849042","19406.899371339","22327.435196234","22927.833823947","17337.656097273","16576.219243945","11381.669311788","4275014.7445833","1774918.039541","217620.80834508","71435044.756251","587442688.7276","2257625.1832875","4722133.6219591","32219.440225905","81557.221782811","74013178.7679","16023435.16316","18179614.189211","0.004548582","0.000927605","-0.003302354","1.836E-6","5.959E-6","5.959E-6"
"3","212004.39240071","12036.441286984","15496.204505245","17396.739551347","20412.805730158","22759.643177873","19532.880359233","19389.088345954","20083.088351798","22370.551392792","17182.261886993","15334.07067939","10010.617132945","4273075.7220224","1773925.1141766","217377.78436016","71505441.619109","586857467.70637","2253429.0929306","4718442.1522865","31748.222239496","79873.270821306","72484993.270334","15693792.738084","17919370.32379","0.004454665","0.00093563","-0.003302354","1.851E-6","5.873E-6","5.873E-6"
"2","208788.59654961","8986.567779858","15312.760716671","16616.933680549","19519.052286241","21316.030216825","21578.327837173","20337.553901503","22457.949752383","19408.015380732","15899.09726337","18741.059038792","8615.248695514","4270903.8209297","1777518.1664","217815.60886864","71737217.691365","587185612.72087","2267406.7309241","4722844.4472948","32179.504736434","83520.711740339","75795045.904356","15999280.078099","18617291.564867","0.004658089","0.00091502","-0.003302355","1.795E-6","6.102E-6","6.102E-6"
"2","209920.39393363","7912.62733306","16595.251189516","16984.994864285","20466.685600721","21160.487977035","21467.323726293","22478.349325161","20778.436563049","20010.962958432","15670.155818392","17227.649406154","9167.469171528","4273153.3863422","1778487.2427559","218061.64304095","71922124.816886","587422247.68467","2271721.360837","4724148.2391048","32461.606242072","84099.135790255","76319965.729656","16134219.536747","18798120.771691","0.004690349","0.000928762","-0.003302355","1.825E-6","6.162E-6","6.162E-6"
"2","210828.73004983","10072.943972499","15865.178756346","15885.513432779","18929.71270761","19855.982096034","22837.987248848","23049.742810242","20323.840306814","20790.611294754","16831.366023017","15468.996856856","10916.854544036","4271925.1053969","1779329.1358541","218316.07630747","72025284.15267","587688796.27042","2274528.7793799","4724516.8317083","32440.476601217","84646.52696323","76816723.21913","16280138.475666","18938877.781725","0.004720878","0.00092542","-0.003302354","1.82E-6","6.208E-6","6.208E-6"
"4","211012.08911383","7992.159191837","18607.568376852","18917.009407222","20929.240499325","22944.35108407","18928.804360527","19005.991832137","22114.849811953","19750.760575931","17727.121965072","15162.59512353","8931.63688537","16992629.544926","4688779.1891504","874794.27788254","711004843.6925","1439778882.2712","27641450.852883","9316218.459185","3876092.7240633","600218.40732933","327480866.39698","1193783795.3387","18094101.51196","0.186915932","1.517857202","0.000330122","0.001725425","5.931E-6","5.931E-6"
"4","211132.3466718","10232.674637018","15271.489912367","17275.672901825","20709.970928267","19327.286536507","21913.860137534","21610.485050848","20604.186271819","22348.747369561","15301.592823141","17657.379549203","8879.000553713","16990658.954303","4689903.870006","875003.27692055","711115590.88357","1439635913.3541","27645405.660555","9316969.0773778","3876204.6950474","601491.94314416","328272581.16161","1193740022.9812","18332533.969624","0.186986959","1.517848399","0.000330121","0.00172542","6.009E-6","6.009E-6"
"3","205468.22941196","9554.067233435","16331.897018868","14795.673831408","21406.624017511","19392.669129095","21794.659541186","20577.092688224","19226.865851804","20713.222382468","16186.479537084","17159.498916039","8329.47926484","4265111.657449","1772221.6779175","216465.75251383","71141075.073665","586011152.94854","2248915.7348944","4716427.9195031","31149.769856322","79959.569986202","72563309.762477","15437598.323541","17830239.236331","0.004459478","0.000892851","-0.003302355","1.781E-6","5.844E-6","5.844E-6"
"4","206664.60259113","9455.486910957","15237.766399875","15580.506667072","18983.156464699","19916.33166435","19030.70266543","22551.537455465","20273.169935654","19419.120073265","18105.014190415","17680.675839667","10431.134324286","16983625.599933","4689240.8625345","875076.24375318","711280325.39598","1439234199.0057","27641621.63576","9313596.9475289","3875224.6374147","599809.64249624","327226750.92535","1193640330.7165","18113471.445344","0.186893134","1.51782873","0.000330121","0.001725389","5.937E-6","5.937E-6"
"1","213831.61435412","10716.243610636","15374.014331576","16033.286017005","21406.939514169","22241.298792213","18879.373109225","22050.117339839","21465.053880274","21189.812721217","17639.149093043","16165.527890847","10670.798054069","4275673.5835477","1777812.7182971","218491.13803117","71914007.449059","587874001.4558","2267134.1579299","4723056.1006333","32457.066274752","82520.853383717","74887674.445722","16170688.062003","18520527.272654","0.004602326","0.000935966","-0.003302355","1.867E-6","6.071E-6","6.071E-6"
"4","214644.11400912","8925.31272985","18732.14713145","18064.820500762","22517.814316994","21691.929459531","21162.455623287","21182.748128265","21361.723853091","19789.232494563","14899.165824715","16310.28230621","10006.481640403","16995272.178043","4692138.440319","875342.10055546","711359844.97276","1440633021.9796","27650806.817397","9320949.1237249","3876701.972377","602755.99807105","329058401.97447","1193891714.9369","18596659.753028","0.187057458","1.517872455","0.000330121","0.00172543","6.095E-6","6.095E-6"
"4","224907.16054084","8428.992061246","18909.852470376","19142.693364963","22047.641750052","20049.339950678","21098.346903759","22332.854352258","22280.681115279","21323.170422597","18937.759031507","18901.587414971","11454.241703153","17001585.579663","4695021.6388312","876279.23983446","711959215.85808","1441290414.7652","27659450.411796","9322434.6046696","3877368.9321385","603308.81979366","329402072.81234","1194107529.6189","18948015.452291","0.187088289","1.517906749","0.000330121","0.001725533","6.211E-6","6.211E-6"
"3","208777.07121508","9365.519954636","18995.311520189","17051.10587582","21327.473339799","18982.014016101","20995.592665185","20279.759559621","19176.986190388","19157.176587407","18134.183930064","15778.302987466","9533.644588403","4263870.5286498","1769574.1998149","215856.94445847","70709969.509629","585681963.37531","2239241.3711816","4714301.0455635","30861.093027948","78503.749397074","71242152.577843","15283431.574152","17415528.120554","0.004378285","0.000893697","-0.003302356","1.774E-6","5.708E-6","5.708E-6"
"3","218039.45073139","9966.122725552","18556.973655993","15099.351317664","19737.173182141","19531.772198944","23043.481167044","22879.310929336","22964.38013381","20399.245221231","15859.435988441","18366.930892832","11635.273318403","4275757.3788429","1784275.2515973","219757.41928161","72833927.843599","588691593.7608","2291866.195814","4728057.6168672","32992.860511005","86530.9855347","78526869.372739","16700829.955742","19571509.616924","0.004825977","0.000948062","-0.003302354","1.868E-6","6.415E-6","6.415E-6"
"1","214560.72534862","7867.889826068","18862.827023883","15529.829671955","21048.265186763","21941.926349461","22990.44480295","21092.150162546","22126.72047866","19894.268461106","16963.79763787","15543.835756396","10698.76999096","4278078.7134266","1782422.2214055","219376.77960876","72492064.084284","588487052.63401","2284872.7036491","4727931.9763753","33142.474410737","85913.570652956","77966565.367556","16553550.405677","19312686.233107","0.004791543","0.000950048","-0.003302354","1.868E-6","6.33E-6","6.33E-6"
"3","213877.43974156","7827.748803307","18339.254335422","18110.902841415","22785.270230162","22653.482878058","20686.29278441","19854.815826835","19335.348291323","21348.892723642","18448.162346598","15329.740190217","9157.528490168","4277923.5541262","1778404.0714289","218499.03081483","71967355.682334","587992154.26536","2270855.2276396","4723186.7809029","32321.541900517","83149.00599057","75457722.936441","16200642.244864","18682762.511378","0.004637359","0.000963768","-0.003302354","1.91E-6","6.124E-6","6.124E-6"
