GF,W,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,MaxPd,MaxV2d,MaxV3d,MaxM2d,MaxM3d,MaxTd,MaxPc,MaxV2c,MaxV3c,MaxM2c,MaxM3c,MaxTc,U1,U2,U3,R1,R2,R3
2,212508.5401,9949.172773,16934.2378,17346.5579,22695.86288,22001.69932,22582.91732,19457.16622,19014.94922,19873.28513,15724.65841,16234.25612,10693.77698,4273692.775,1780258.588,218989.8273,72328422.28,588198484.8,2275682.476,4723996.653,31989.49545,83342.17661,75633025.27,16335424.27,18879814.29,0.004648132,0.000934671,-0.003302354,1.89E-06,6.19E-06,6.19E-06
2,210221.0924,9923.50292,15272.73314,17293.2209,20227.60351,22327.43527,20792.84708,23019.08442,18966.88052,19662.47995,17308.8337,16090.6856,9335.785428,4272565.032,1778098.163,218073.8673,71835073.47,587479153,2269886.94,4723154.936,32338.88273,83476.81913,75755213.36,16138314.45,18670694.28,0.004655641,0.000925977,-0.003302354,1.83E-06,6.12E-06,6.12E-06
2,217350.2321,9068.752156,18338.16916,17853.58001,18712.60983,19377.32928,21562.39641,22430.27144,20405.05295,21706.10411,19066.02529,18793.53653,10036.40496,4273926.755,1777128.148,218187.5859,71761920.5,587758509.8,2265515.235,4723779.875,32252.52517,82479.26099,74849929.35,16214458.87,18482385.99,0.004600006,0.000932721,-0.003302355,1.86E-06,6.06E-06,6.06E-06
1,215127.3125,8982.696042,18939.95271,14857.78709,22571.90347,21552.06254,22867.15086,20364.82941,21316.13696,19796.83565,17417.61894,15678.80748,10781.53135,4276693.488,1780329.023,219026.7997,72279489.51,588227003.5,2276910.652,4725151.788,32730.56111,84148.5139,76364776.36,16384326,18945204.66,0.004693103,0.000945296,-0.003302354,1.87E-06,6.21E-06,6.21E-06
1,217769.4886,9382.44108,17649.29636,17974.77727,19041.50587,19416.15575,22424.80376,22599.5169,22569.37878,19867.41095,17454.67714,18335.76783,11053.75696,4276331.51,1782363.421,219343.554,72570494.7,588399109.7,2284362.811,4726242.372,32820.80119,85243.86753,77358809.78,16534994.26,19259221.56,0.004754193,0.000956629,-0.003302355,1.88E-06,6.31E-06,6.31E-06
2,216755.6018,10135.62939,17853.94723,17761.13332,22053.27255,21475.80606,21055.85319,21376.24526,22202.78379,21387.91523,15049.05425,16293.61046,10110.35107,4279013.115,1778943.016,218507.459,71988089.97,588006035.7,2273096.573,4725676.453,32920.70766,83970.01703,76202790.46,16298926.15,18787332.04,0.004683148,0.00095233,-0.003302355,1.87E-06,6.16E-06,6.16E-06
2,206007.3062,9421.808315,17667.19769,15331.89927,20826.24265,19075.41375,18706.9494,19651.03689,21483.59002,21169.02261,17230.67157,14927.61638,10515.85764,4264636.869,1771629.352,216409.5105,71093208.61,586046501.4,2245485.735,4714621.713,30672.92393,78900.88614,71602554.17,15367984.26,17656067.48,0.004400434,0.000901137,-0.003302356,1.79E-06,5.79E-06,5.79E-06
1,212723.5767,11752.62361,17317.09168,15539.01405,19042.13107,21089.01925,22346.26615,19315.02976,22650.73527,20408.13062,15273.60187,16119.59716,11870.33619,4270150.17,1777858.034,217883.4799,71894896.22,587052287.9,2268689.997,4722127.437,32017.47299,83256.90622,75555642.4,15918523.68,18643512.32,0.004643376,0.000916908,-0.003302354,1.80E-06,6.11E-06,6.11E-06
1,215712.4405,12026.91818,15029.08765,18825.48833,19997.88488,21271.57396,19547.7371,21373.90109,21480.14221,19870.14813,16781.20518,18154.76341,11353.59042,4272951.65,1776089.53,217690.5924,71664414.1,587031828.6,2261910.135,4720739.265,32000.92685,81764.15113,74200967.15,15844049.9,18309829.38,0.004560123,0.000935549,-0.003302356,1.84E-06,6.00E-06,6.00E-06
2,219419.2296,11997.93498,18884.64746,15539.19994,21782.30526,21249.44682,20299.28934,20885.22427,22310.25018,19647.9092,18952.2441,17574.88055,10295.89747,4274550.299,1777544.985,218229.2592,71809106.45,587657247.2,2266532.262,4722900.936,32409.30463,82652.12028,75006799.15,16115878.75,18501911.8,0.004609646,0.000929094,-0.003302355,1.85E-06,6.06E-06,6.06E-06
2,216792.5118,11403.33006,17523.55897,16165.49625,18779.65476,21486.12746,23032.61306,21540.81157,22295.72477,21607.44813,17596.19866,17381.6859,7979.86224,4279269.039,1781862.549,219114.985,72379973.1,588585509.5,2284398.25,4728608.472,33254.94477,86160.04457,78190240.45,16645128.27,19308011.69,0.004805289,0.000960622,-0.003302354,1.86E-06,6.33E-06,6.33E-06
1,221019.0706,11271.08439,18372.13826,18024.10837,20824.41153,21172.14902,20293.62164,22326.18773,22606.42327,21568.91712,18180.6656,14802.25411,11577.10954,4281026.146,1781391.099,219597.2284,72438443.81,588833508.1,2280078.192,4727190.199,33156.00959,84266.60858,76471947.29,16603494.53,19029140.49,0.004699689,0.000965808,-0.003302355,1.92E-06,6.24E-06,6.24E-06
2,217562.5655,11047.26912,16430.83635,18876.42063,21981.59138,20169.12434,22120.66347,19612.82855,22095.55395,22000.2885,16205.51214,17147.52537,9874.951679,4277043.939,1776129.356,218074.4574,71517181.48,587765316.8,2261602.711,4723248.313,32591.87002,82165.52826,74565216.89,16126923.94,18318915.44,0.004582508,0.000949454,-0.003302355,1.87E-06,6.00E-06,6.00E-06
1,206455.4954,10157.80325,17286.0604,15769.20252,19544.58183,20960.81556,19794.7029,21326.95193,18994.70841,21463.1712,15386.78066,16772.9241,8997.79263,4264143.535,1771454.192,216072.1597,70949622.74,585798683,2246247.019,4715954.56,31035.1175,79758.92733,72381226.55,15356685.65,17711481.85,0.004448288,0.000886563,-0.003302356,1.76E-06,5.81E-06,5.81E-06
1,207861.8653,7813.56739,17886.13915,15555.13268,21575.48737,21915.29583,19681.94808,20077.56322,19950.99004,20474.95858,15179.87066,16365.07185,11385.84048,4267129.723,1772938.353,216858.4963,71286346.67,586443694.4,2250088.181,4717087.337,31280.83856,79920.46007,72527817.51,15587991.01,17826626.18,0.004457297,0.000896005,-0.003302355,1.79E-06,5.84E-06,5.84E-06
2,215123.6695,9336.974257,14955.73527,16742.80398,20787.34643,22294.93945,20685.59295,19724.22713,20775.19483,22469.556,17576.9445,18731.50686,11042.84785,4276232.436,1776176.985,217958.4734,71733185.3,587342994.6,2262064.175,4721509.791,32276.0442,81515.33364,73975165.28,15925387.09,18283683.32,0.004546246,0.00094546,-0.003302355,1.87E-06,5.99E-06,5.99E-06
1,212002.7022,9406.80339,18165.06766,15207.94524,19321.83459,19101.24514,21327.90098,19770.33764,21938.59594,20161.18154,18112.77916,18423.09359,11065.91732,4267045.794,1773813.685,216985.2403,71306121.18,586614948,2253209.191,4718491.494,31338.06357,80595.94743,73140822.29,15717558.8,17971794.27,0.00449497,0.000902329,-0.003302355,1.78E-06,5.89E-06,5.89E-06
2,209739.4714,8336.687613,15784.64319,14930.07578,20657.30874,21089.48098,19763.03361,20768.74494,21097.94038,22008.68821,17961.76084,17592.12224,9748.98483,4272067.584,1774593.066,217501.3698,71378961.49,587217869.9,2255285.886,4720794.912,31874.91858,80923.99689,73438527.18,15907435.19,18061875.02,0.004513266,0.000921372,-0.003302355,1.82E-06,5.92E-06,5.92E-06
2,215237.4504,11763.50367,17884.38088,17937.7327,19801.08283,19341.78731,18703.37318,21219.36286,21062.56115,20301.44241,18927.89403,17482.87767,10811.4517,4268265.208,1774306.41,217244.3381,71455507.76,586717852.3,2254508.051,4717739.21,31200.9211,80183.11426,72766176.19,15675732.43,17995523.99,0.004471946,0.00091925,-0.003302356,1.84E-06,5.90E-06,5.90E-06
1,214555.7668,9528.862825,16285.26981,17295.93002,19229.08121,22310.40236,22989.71679,21832.71648,21816.64931,19722.92276,17884.93305,15028.23964,10631.04255,4279372.195,1783582.86,219570.8038,72631102.17,588616407.2,2289341.713,4729139.37,33346.17723,86691.1326,78672202.84,16641085.07,19499233.29,0.004834909,0.000962136,-0.003302354,1.88E-06,6.39E-06,6.39E-06
2,216461.9285,11517.28209,17975.55597,16225.75595,19040.48975,21944.03434,21800.27756,20607.28097,19604.01984,22555.48462,18898.97864,15870.88113,10421.88763,4276752.438,1777691.728,218087.2179,71989384.68,587303325.6,2268234.804,4722301.494,32296.35696,82316.01411,74701782.81,15946395.77,18554630.33,0.004590901,0.000967072,-0.003302355,1.88E-06,6.08E-06,6.08E-06
1,216151.4285,8124.275036,18438.98602,17994.55025,20796.39607,18983.42452,21114.03959,20847.96301,23060.76907,20416.57604,17861.43492,16355.79861,12157.21543,4275603.174,1778254.901,218506.9463,72062558.38,587773432.1,2269039.245,4722441.622,32301.5335,82270.23408,74660237.43,16164151.59,18567826.91,0.004588348,0.000951938,-0.003302354,1.88E-06,6.09E-06,6.09E-06
2,213242.8632,11599.72418,15403.72348,18081.67165,22430.75197,21822.11846,19205.54015,20181.95095,21577.38654,19253.77642,16210.00345,17672.21823,9803.997742,4273291.531,1773603.037,217161.6955,71282086.39,587080546.3,2253741.314,4720697.311,31884.72162,80768.51723,73297429.38,15851649.82,17974243.36,0.004504595,0.000930923,-0.003302355,1.82E-06,5.89E-06,5.89E-06
1,201497.2903,9093.909903,17273.19983,18676.82299,19914.30863,19134.06773,19861.92144,20366.82536,19389.88514,19593.2391,15314.71667,14815.82745,8062.566025,4261722.585,1768268.344,215191.9337,70571407.21,585170200.8,2235162.009,4712620.32,30440.6651,77758.25692,70565618.16,15079151.34,17245126.26,0.004336708,0.000886957,-0.003302357,1.75E-06,5.65E-06,5.65E-06
2,214057.5391,11214.93659,16517.36142,15567.25303,22973.33507,22057.20722,21024.595,20230.0661,21045.48897,19203.04789,18131.02163,16237.73858,9855.487617,4275009.465,1777138.862,218237.6628,71837085.56,587713129.9,2265370.38,4722587.522,32331.77649,82366.26941,74747389.49,16138686.92,18442552.39,0.004593704,0.000928748,-0.003302354,1.85E-06,6.05E-06,6.05E-06
2,212250.2302,10977.22304,15947.84984,15981.17073,21445.10555,21193.35889,19284.99668,22608.9668,21250.1121,19760.18246,18498.48484,15245.72121,10057.05801,4273886.832,1778218.301,218479.343,72010039.05,587734862,2268581.845,4722336.004,32270.88989,82501.75783,74870345.23,16133273.9,18585812.4,0.004601261,0.000936232,-0.003302355,1.87E-06,6.09E-06,6.09E-06
2,212568.2557,7790.156398,14956.9044,18665.75149,23005.01726,19925.81332,21709.40322,20211.29217,20925.81697,21739.33352,16262.85678,16652.79617,10723.11395,4275946.536,1775244.924,217711.6752,71367064.99,587547851.7,2258684.793,4722467.563,32346.22025,81871.47579,74298364.28,16032870.95,18215018.18,0.004566109,0.000949325,-0.003302354,1.87E-06,5.97E-06,5.97E-06
2,208933.2898,11153.23391,18461.19345,16105.67442,19566.87039,19061.60982,21234.80782,20143.66535,21563.52521,19179.86535,15742.09477,17385.84976,9334.899582,4263943.874,1773397.282,216551.0188,71274153.71,585963075.7,2252696.507,4716652.361,31061.59746,80549.9368,73099067.65,15463878.82,17968582.73,0.004492404,0.000894031,-0.003302356,1.76E-06,5.89E-06,5.89E-06
1,221990.0637,12122.48781,17806.20405,18023.54212,22630.28027,19955.99504,21707.34951,22089.33936,20580.51499,21297.46603,17745.02765,18659.51169,9372.345185,4277589.414,1777036.502,218122.2016,71709587.22,587677929.1,2266500.058,4724004.399,32748.78402,82862.57305,75197785.04,16127488.39,18518063.71,0.004621384,0.000950493,-0.003302355,1.88E-06,6.07E-06,6.07E-06
1,217465.6558,9829.602028,18789.18929,17012.15641,22887.60605,20151.52885,20592.6629,19785.26329,22978.8907,21186.13653,19035.19647,16621.10857,8596.314725,4278001.954,1776673.276,218191.8942,71732271.38,587790729.7,2263504.849,4722642.33,32541.33115,81905.73823,74329457.45,16107683.36,18385759.94,0.00456802,0.000956285,-0.003302354,1.89E-06,6.03E-06,6.03E-06
2,214913.6029,10293.66287,16923.03122,15741.67488,21106.39126,18790.07684,22767.53324,18994.17858,22063.6008,22987.91883,18067.22597,16159.67494,11018.63346,4274675.149,1773982.153,217299.6817,71288889.05,587254001.1,2255384.115,4721637.258,32123.87027,81374.55491,73847408.58,15952335.62,18094205.27,0.004538395,0.000933407,-0.003302354,1.84E-06,5.93E-06,5.93E-06
2,210871.7346,12006.58158,17874.41747,15455.0718,20643.26334,21266.38321,19908.84722,19288.70986,21776.78289,19219.90764,16005.75919,19144.98336,8281.026989,4265627.334,1772456.732,216518.8742,71119265.71,586120228.5,2248749.004,4717123.661,31226.31769,80261.70577,72837497.99,15477114.84,17812850.43,0.004476329,0.000887826,-0.003302355,1.76E-06,5.84E-06,5.84E-06
1,205797.763,8370.196946,14798.28316,15759.39672,20692.69913,18815.67719,22519.07729,19036.00585,21422.40133,19133.85624,16693.58472,17105.34686,11451.2376,4264614.269,1772715.331,216587.6092,71187077.41,586129796.2,2250212.197,4716977.084,31201.21991,80408.26806,72970503.26,15493520.46,17909613.96,0.004484503,0.000887746,-0.003302355,1.77E-06,5.87E-06,5.87E-06
2,212711.7911,11195.93491,18534.24666,15614.60059,20571.33975,19795.24998,20487.45644,21897.39433,21597.57976,18726.00669,17864.88695,15824.55811,10602.53692,4269425.872,1777330.77,217916.4021,71898919.82,587126493,2265787.244,4720364.277,31779.22897,82167.0386,74566587.53,15930782.12,18493737.93,0.004582593,0.00092209,-0.003302355,1.82E-06,6.06E-06,6.06E-06
2,213602.1785,9319.16768,15116.05116,15527.35208,21553.10069,22834.39165,22822.44675,21246.6091,20350.50213,20942.83089,18179.08575,14989.56644,10721.07414,4281405.7,1782963.52,219779.5317,72688270.37,588770842.9,2286447.033,4727509.472,33200.0248,85245.11099,77359938.22,16614257.94,19312596.89,0.004754262,0.000978487,-0.003302354,1.92E-06,6.33E-06,6.33E-06
1,211146.7481,9302.537723,18685.59912,17071.45934,20112.39778,20968.5639,19490.73867,21642.04577,18915.04981,19948.19928,18381.09728,17227.85508,9401.204324,4266526.105,1771294.487,216311.2527,70920896.98,586055266.9,2245610.363,4716585.574,31271.14564,79706.9675,72334073.01,15438549.12,17684176.25,0.00444539,0.000901789,-0.003302356,1.79E-06,5.80E-06,5.80E-06
2,213500.6368,9511.781217,16301.37619,19146.1669,18707.86253,21104.72617,21526.97555,19380.27786,19246.30081,22180.22338,19098.12596,18214.56799,9082.252266,4273262.371,1774367.383,217420.0667,71545186.99,586764592.3,2255404.479,4718045.75,31696.57555,79902.39772,72511425.93,15669363.09,17994638.45,0.00445629,0.000949227,-0.003302355,1.87E-06,5.90E-06,5.90E-06
1,215567.2341,8909.870708,18554.25001,16955.32243,20395.38649,19367.3916,20310.74496,22569.874,21315.76262,22752.88768,17647.22522,18513.0272,8275.491225,4275508.285,1779088.897,218778.4368,72083245.04,588148947.4,2271614.622,4724239.955,32335.692,82922.29304,75251980.93,16313582.78,18702973.51,0.004624714,0.000943207,-0.003302354,1.89E-06,6.13E-06,6.13E-06
1,217217.8331,9735.152997,17519.21157,16505.82557,21763.23331,21626.03949,21928.19899,21274.07174,18895.14517,21337.56211,18322.94561,17736.21374,10574.23285,4276156.144,1777747.1,218387.6625,71948057.34,587707388.5,2268015.046,4722342.459,32381.94059,82297.9309,74685372.29,16131548.34,18538765.75,0.004589893,0.000950822,-0.003302355,1.89E-06,6.08E-06,6.08E-06
1,213564.3875,9988.762571,16742.13548,17924.12032,21224.2706,18791.08707,21613.42078,19576.46248,22742.28141,20557.9323,16946.9429,15398.00276,12058.9688,4272712.234,1775001.099,217441.6904,71531680.61,586939067.6,2258345.87,4719909.702,31925.43968,81082.67618,73582528.63,15808990.1,18139668.3,0.004522116,0.000931428,-0.003302354,1.84E-06,5.95E-06,5.95E-06
