Time,Latitude,Longitude,Depth/Km,Magnitude,magError
06:11.6,42.7273,13.2193,10,2.1,0.485617368
08:36.4,42.6512,13.3003,7.8,2.4,0.486160109
14:30.0,42.7757,13.1608,8.2,2.7,0.486702849
16:29.2,42.785,13.2188,10.3,2.7,0.48724559
17:40.0,42.6277,13.2982,7.9,2,0.487788331
19:47.3,42.8132,13.1895,8.2,2.1,0.488331072
21:36.1,42.7808,13.1477,8.7,3.3,0.488873813
23:45.0,42.7753,13.2518,7.6,2.5,0.489416554
56:22.9,42.6537,13.2163,11.3,2.2,0.489959294
05:51.8,42.7778,13.1855,9.3,2.8,0.490502035
12:27.5,42.7542,13.1867,9.9,2.4,0.491044776
13:21.5,42.6163,13.2908,9.9,2.2,0.491587517
15:38.1,42.7888,13.1532,11.4,2.3,0.492130258
27:48.3,42.7587,13.1047,8.4,2.9,0.492672999
29:45.7,42.6485,13.2955,5.6,2.4,0.493215739
35:25.3,42.7577,13.0885,10.7,2,0.49375848
39:06.2,42.6725,13.1917,9.6,2,0.494301221
39:30.3,42.6053,13.2318,18,2.2,0.494843962
45:44.8,42.8038,13.1722,10.1,3.1,0.495386703
55:10.9,42.6597,13.2137,10.7,2.3,0.495929444
00:36.5,42.8057,13.1877,9.3,2.1,0.496472185
02:02.5,42.6415,13.3043,11.1,2.1,0.497014925
02:02.6,42.6643,13.2998,0.7,2.2,0.497557666
10:52.3,42.8368,13.1493,8.6,2,0.498100407
15:47.0,42.6588,13.2812,10.7,2.1,0.498643148
20:24.3,42.7923,13.2028,9.6,2.5,0.499185889
22:05.5,42.7935,13.1687,10.2,2.1,0.49972863
23:12.1,42.7422,13.178,10.8,2.2,0.50027137
35:34.3,42.7807,13.1297,10.6,2,0.500814111
56:09.9,42.7027,13.2243,10.7,2.2,0.501356852
57:19.8,42.7288,13.2393,10.8,2.7,0.501899593
03:02.7,42.7405,13.2337,8.9,2.3,0.502442334
03:51.2,42.813,13.1973,9.2,2,0.502985075
04:57.8,42.7533,13.2353,7.5,2.1,0.503527815
06:16.8,42.7325,13.2442,10.4,2.4,0.504070556
07:57.2,42.8,13.2522,8.4,2,0.504613297
22:05.8,42.6535,13.2098,11.8,4,0.505156038
24:55.8,42.7505,13.2323,9.4,3.4,0.505698779
28:23.4,42.6017,13.231,15.9,2.5,0.50624152
30:04.5,42.6503,13.2212,10.4,2.5,0.506784261
32:10.5,42.6638,13.226,5.8,2.9,0.507327001
36:56.7,42.563,13.2658,13.5,2.2,0.507869742
59:36.9,42.8287,13.2512,7.9,2.7,0.508412483
05:52.7,42.8458,13.2387,8.9,2,0.508955224
07:25.3,42.6933,13.2727,10.6,2.1,0.509497965
09:50.8,42.7628,13.1497,10.7,2.1,0.510040706
11:21.0,42.4902,13.2318,10.4,2.3,0.510583446
12:34.7,42.6063,13.3035,11.1,2.9,0.511126187
16:15.0,42.7538,13.1092,7.6,2.5,0.511668928
17:03.0,42.6202,13.2968,7.8,2.6,0.512211669
19:15.4,42.7208,13.2077,10.4,2.1,0.51275441
19:37.6,42.8473,13.2627,9.7,2.4,0.513297151
32:38.7,42.6413,13.2127,10.1,2.7,0.513839891
34:35.5,42.5353,13.2313,9.4,2.1,0.514382632
35:24.1,42.661,13.2563,8.3,2.4,0.514925373
37:20.5,42.6187,13.2667,10.6,2.1,0.515468114
42:45.4,42.7668,13.191,11.2,2.4,0.516010855
44:39.1,42.8077,13.2048,9.3,2,0.516553596
48:28.3,42.9918,13.2743,29,2.3,0.517096336
50:13.8,42.7545,13.1942,9.6,2,0.517639077
55:57.5,42.5995,13.2158,15.9,2,0.518181818
57:52.4,42.7505,13.1995,9.6,2.5,0.518724559
58:44.7,42.8068,13.1557,9.1,2.2,0.5192673
05:30.7,42.6298,13.2463,15.2,2,0.519810041
14:05.9,42.7407,13.1847,9.9,2,0.520352782
21:25.2,42.8063,13.1493,8.8,2.7,0.520895522
21:25.1,42.8085,13.1547,9.6,2.7,0.521438263
23:10.0,42.7962,13.1515,8.6,2.2,0.521981004
23:10.3,42.8053,13.1393,9.4,2,0.522523745
28:46.9,42.7577,13.1872,9.7,2.3,0.523066486
29:40.1,42.7533,13.1917,9.3,2.1,0.523609227
35:48.7,42.7512,13.2057,9.9,2.1,0.524151967
41:29.5,42.6517,13.2992,7.1,2,0.524694708
42:24.8,42.7078,13.2368,9.3,2,0.525237449
51:57.7,42.962,13.1595,9.3,2.7,0.52578019
52:15.5,42.8392,13.2097,8.5,2.7,0.526322931
03:25.9,42.8068,13.195,9.9,2,0.526865672
03:55.5,42.7292,13.2053,9.1,2,0.527408412
07:13.1,42.82,13.2247,9.7,2.1,0.527951153
08:01.6,42.6412,13.3382,4,2,0.528493894
09:53.2,42.6113,13.3078,10,2.1,0.529036635
29:13.3,42.7632,13.116,8.3,2.7,0.529579376
36:28.3,42.6422,13.3068,9.6,2.5,0.530122117
57:41.4,42.8007,13.1428,10.6,2.1,0.530664858
10:57.5,42.8312,13.1538,9.7,2.6,0.531207598
15:04.4,42.8112,13.154,9.3,2.4,0.531750339
17:16.7,42.7452,13.1927,9,4.3,0.53229308
21:19.2,42.7545,13.1998,9.9,2.3,0.532835821
22:03.8,42.7628,13.2047,9.8,2.2,0.533378562
26:53.4,42.8415,13.255,8.6,2.1,0.533921303
28:29.5,42.7372,13.2188,10.2,2.2,0.534464043
30:32.0,42.8625,13.0177,10.6,2.6,0.535006784
31:11.7,42.7913,13.1517,9.4,2.2,0.535549525
34:20.4,42.7563,13.1747,10.5,2,0.536092266
34:53.1,42.7677,13.1682,10.4,2.2,0.536635007
37:08.1,42.7918,13.2328,9.2,2.3,0.537177748
38:03.2,42.7648,13.1838,10.2,2.3,0.537720488
40:07.7,42.7568,13.1955,9.5,2.1,0.538263229
48:30.7,42.7105,13.2268,9,2.1,0.53880597
49:17.5,42.7357,13.1973,10.1,2.1,0.539348711
50:17.7,42.753,13.1983,8.9,2.1,0.539891452
51:33.3,42.8257,13.2453,9.3,2,0.540434193
55:39.4,42.7525,13.1817,10.2,2.1,0.540976934
01:54.1,42.7608,13.2025,9.8,2,0.541519674
03:01.8,42.7332,13.1993,9.7,2.3,0.542062415
03:29.9,42.5778,13.2388,10.6,2.2,0.542605156
12:11.8,42.6913,13.2343,10.2,3.3,0.543147897
13:26.9,42.6148,13.2938,6.8,2.9,0.543690638
16:32.0,42.6832,13.2578,10.9,2,0.544233379
22:03.1,42.7638,13.2268,10.3,2.2,0.544776119
38:44.2,42.7412,13.2033,10.2,2,0.54531886
41:34.5,42.8452,13.221,8.6,2.4,0.545861601
46:21.0,42.7953,13.2033,9,2.6,0.546404342
47:10.3,42.7603,13.2062,9.5,2.5,0.546947083
51:40.2,42.6323,13.3263,8.2,3.8,0.547489824
53:21.9,42.812,13.2123,8.4,2.8,0.548032564
56:57.5,42.7845,13.1753,6.3,2.9,0.548575305
56:57.3,42.7905,13.2153,7.9,2.9,0.549118046
47:47.2,42.7892,13.2075,9.4,2.1,0.549660787
47:47.1,42.7917,13.216,9.5,2.4,0.550203528
56:14.8,42.6277,13.2372,10.9,2.3,0.550746269
58:16.3,42.6197,13.2258,10.4,2.2,0.551289009
19:19.8,42.8027,13.1437,10.3,2.1,0.55183175
32:23.6,42.6158,13.2768,11.5,2.6,0.552374491
38:17.0,42.7453,13.2217,9,2.1,0.552917232
51:47.6,42.6218,13.2183,9.9,2.7,0.553459973
55:23.9,42.7592,13.2278,9.9,2.3,0.554002714
00:54.8,42.6188,13.3012,8.3,2.2,0.554545455
03:16.6,42.8742,13.2278,8.1,2.7,0.555088195
06:46.7,42.6213,13.2533,10.3,2.2,0.555630936
08:04.3,42.7488,13.2178,9.9,2.6,0.556173677
23:19.1,42.6227,13.3152,12.3,2.5,0.556716418
27:54.4,42.7557,13.196,10.7,2.5,0.557259159
39:17.2,42.782,13.2098,10.5,2.2,0.5578019
45:59.8,42.6192,13.2292,11.4,2.3,0.55834464
21:32.1,42.6532,13.2873,6.7,2.7,0.558887381
21:52.3,42.8352,13.2547,8.4,2.8,0.559430122
23:55.7,42.7388,13.2305,10.2,2.3,0.559972863
27:06.5,42.7393,13.2198,10.4,2.6,0.560515604
34:03.6,42.8068,13.226,7.4,2,0.561058345
35:14.4,42.6192,13.2902,7.8,2,0.561601085
38:30.9,42.7458,13.2307,10.3,2.1,0.562143826
59:37.4,42.6137,13.3032,6.9,3.2,0.562686567
00:37.2,42.6612,13.2633,14.5,2.3,0.563229308
08:16.1,42.6938,13.3038,10.1,2,0.563772049
30:28.5,42.6125,13.2362,10.8,2.5,0.56431479
32:34.2,42.7757,13.108,6.7,2.2,0.564857531
45:44.2,42.7982,13.1757,9.8,2,0.565400271
07:59.2,42.6982,13.2355,10.6,2.1,0.565943012
26:52.7,42.6528,13.2943,7.8,2.3,0.566485753
41:43.0,42.7613,13.2593,8.5,2.3,0.567028494
46:00.5,42.7405,13.1342,9.7,2.5,0.567571235
48:49.2,42.6657,13.2622,9.9,2.3,0.568113976
50:53.8,42.6117,13.2618,11.5,2.4,0.568656716
54:14.0,42.6072,13.3067,8.2,2.5,0.569199457
55:18.2,42.7575,13.2023,9.9,2.5,0.569742198
01:30.4,42.6348,13.2092,13.7,2.2,0.570284939
03:33.7,42.6397,13.2217,10.9,2.1,0.57082768
19:40.1,42.8072,13.1563,10.1,2.1,0.571370421
21:59.6,42.8123,13.1763,10.3,2.8,0.571913161
21:59.7,42.8148,13.1697,9.4,2.9,0.572455902
28:42.2,42.8022,13.2648,10.7,2.2,0.572998643
36:47.6,42.5837,13.2723,10.8,2,0.573541384
38:35.6,42.6167,13.305,9,2.3,0.574084125
45:50.7,42.7917,13.2352,7.1,2.1,0.574626866
53:11.2,42.6378,13.2173,13.7,2.4,0.575169607
12:02.5,42.7522,13.2088,9.8,2.1,0.575712347
16:52.7,42.8368,13.2242,9.2,2.1,0.576255088
18:11.8,42.6997,13.2462,10.8,2.1,0.576797829
21:58.5,42.6132,13.2522,10.7,3.2,0.57734057
36:05.2,42.6003,13.2823,7.5,4.4,0.577883311
39:19.9,42.7693,13.1258,10.7,2.7,0.578426052
42:00.1,42.7342,13.1623,8.7,2.2,0.578968792
43:00.0,42.6852,13.2048,10.8,2,0.579511533
47:55.7,42.623,13.2915,7.2,2.8,0.580054274
50:19.8,42.7288,13.1748,10.1,2.3,0.580597015
51:24.6,42.6227,13.3027,7.5,2,0.581139756
55:00.7,42.8622,13.2407,8.1,2,0.581682497
55:30.6,42.7988,13.2425,9.1,2.2,0.582225237
09:53.7,42.621,13.2883,8.2,2.7,0.582767978
12:32.9,42.7682,13.246,8.9,2,0.583310719
13:11.6,42.6067,13.3127,11,2.1,0.58385346
16:24.2,42.6718,13.2158,10.4,2.3,0.584396201
19:40.3,42.7707,13.2215,14,2.4,0.584938942
27:22.2,42.61,13.3033,7.5,2.2,0.585481682
34:55.4,42.605,13.294,9.6,2.8,0.586024423
36:09.3,42.81,13.1987,10,2.1,0.586567164
37:34.0,42.746,13.1982,10.5,2.2,0.587109905
46:09.0,42.6212,13.2987,8.5,2.1,0.587652646
47:27.5,42.7247,13.209,10.7,2.4,0.588195387
54:50.0,42.6807,13.2195,10.1,2.2,0.588738128
07:48.7,42.6267,13.3017,8.3,2.2,0.589280868
17:18.6,42.7773,13.1187,8.1,2.7,0.589823609
25:08.2,42.783,13.1197,7.6,2,0.59036635
25:48.4,42.7427,13.2463,10.2,2.2,0.590909091
55:33.6,42.7948,13.2022,9.1,2.5,0.591451832
58:47.6,42.8123,13.245,8.5,2.1,0.591994573
06:43.2,42.8093,13.2372,8.4,2.1,0.592537313
14:50.6,42.7322,13.2343,9.3,2.1,0.593080054
15:24.7,42.7993,13.2092,10,2.2,0.593622795
22:30.0,42.8432,13.2212,7.8,2.9,0.594165536
24:09.7,42.6198,13.2957,9.7,2,0.594708277
32:53.0,42.6863,13.2095,10.3,2.5,0.595251018
49:07.7,42.8162,13.2393,9.4,2.1,0.595793758
00:51.9,42.8285,13.2318,8.6,2.1,0.596336499
09:22.8,42.7037,13.2243,8.2,2.4,0.59687924
10:28.8,42.6785,13.1877,10.4,2.4,0.597421981
23:44.8,42.8088,13.2493,9,2.7,0.597964722
32:10.9,42.7987,13.2158,10,2.1,0.598507463
47:25.0,42.8315,13.2227,9,2,0.599050204
54:38.4,42.6107,13.2985,7.5,2.3,0.599592944
57:43.1,42.8048,13.2012,9.9,2,0.600135685
59:13.3,42.7763,13.2478,9.6,2.3,0.600678426
00:15.0,42.8153,13.1932,10.5,2.2,0.601221167
22:42.5,42.6612,13.2603,10,2,0.601763908
30:24.2,42.6258,13.2995,8,2.1,0.602306649
31:10.2,42.8108,13.2493,7.3,2.7,0.602849389
31:59.9,42.7548,13.1677,11,2.1,0.60339213
32:25.1,42.8338,13.1598,10.3,2.2,0.603934871
37:39.2,42.7567,13.1487,9.2,2.5,0.604477612
45:23.4,42.6412,13.2998,10.9,2.1,0.605020353
51:25.2,42.6058,13.2938,7.9,2.5,0.605563094
59:55.9,42.7917,13.2623,11.1,2.2,0.606105834
02:54.5,42.6083,13.2997,8.2,2,0.606648575
08:10.3,42.6083,13.2673,10.3,2.2,0.607191316
29:08.0,42.63,13.3088,7.6,2.8,0.607734057
34:41.2,42.6342,13.2262,9.2,2.3,0.608276798
42:31.9,42.7658,13.1483,9.9,2,0.608819539
47:02.9,42.7392,13.176,10.9,2,0.60936228
00:58.0,42.6177,13.2983,7.5,2.2,0.60990502
05:31.2,42.644,13.2838,8,2.2,0.610447761
07:14.0,42.8025,13.1628,10.2,2.1,0.610990502
12:23.6,42.7825,13.1778,16.7,2,0.611533243
31:28.6,42.7923,13.2163,8.9,2.4,0.612075984
32:43.1,42.739,13.2203,10.4,2.3,0.612618725
40:45.0,42.5908,13.2883,10.4,3.4,0.613161465
44:02.4,42.6115,13.2267,14.6,2.1,0.613704206
48:49.8,42.6062,13.2968,9.6,2.6,0.614246947
17:48.6,42.7623,13.158,10.4,2,0.614789688
26:48.5,42.6258,13.2252,9.7,2.4,0.615332429
40:42.0,42.8187,13.1925,10.1,2.3,0.61587517
42:37.4,42.7912,13.1968,6.6,2,0.61641791
49:44.2,42.812,13.1817,15.3,2.2,0.616960651
55:13.3,42.792,13.1487,10.8,2.2,0.617503392
59:27.8,42.8188,13.1637,8.8,2.3,0.618046133
00:16.6,42.6348,13.2967,10.5,2.2,0.618588874
05:17.4,42.7252,13.1923,10.4,2.5,0.619131615
06:06.4,42.6408,13.2913,8.3,2.7,0.619674355
09:31.5,42.7198,13.2247,9.9,2,0.620217096
14:24.2,42.6237,13.2902,7.9,2.6,0.620759837
14:24.3,42.6298,13.2972,8.1,2.4,0.621302578
16:23.1,42.5332,13.2217,10.6,2.2,0.621845319
20:47.6,42.7233,13.2213,10.4,2,0.62238806
24:21.3,42.7347,13.2017,8.7,2,0.622930801
26:37.3,42.8257,13.1568,8.4,2.4,0.623473541
27:19.4,42.6038,13.2507,10.7,2.5,0.624016282
39:17.4,42.8048,13.2113,9.9,2.4,0.624559023
40:46.8,42.8128,13.2102,12.6,2.2,0.625101764
53:25.4,42.8182,13.1487,8,2,0.625644505
56:04.2,42.8168,13.1508,4.2,2.1,0.626187246
08:55.1,42.8447,13.1717,13.3,2.1,0.626729986
13:06.8,42.7365,13.3098,19.3,2.6,0.627272727
13:45.5,42.8317,13.1635,10.2,2.3,0.627815468
16:24.6,42.7497,13.1895,9.6,2.1,0.628358209
20:03.4,42.8323,13.1598,9.9,2,0.62890095
24:41.6,42.7368,13.1947,6.5,2,0.629443691
43:46.0,42.7273,13.2498,10,2.3,0.629986431
45:10.8,42.6165,13.2255,11.2,2.3,0.630529172
46:23.7,42.8062,13.223,7.8,3.1,0.631071913
46:23.8,42.8118,13.2147,9.3,2.8,0.631614654
47:17.3,42.8133,13.1842,8,2.3,0.632157395
48:16.2,42.772,13.1577,11.1,2,0.632700136
54:20.6,42.8217,13.2108,6.7,2.2,0.633242877
56:26.7,42.8123,13.233,7.8,2,0.633785617
28:10.9,42.8242,13.1417,9.6,2,0.634328358
34:07.6,42.8408,13.137,8.2,2,0.634871099
35:45.1,42.7717,13.2427,9.3,2.3,0.63541384
36:13.8,42.6138,13.317,11,2,0.635956581
49:55.6,42.8047,13.2337,9,3.6,0.636499322
02:17.7,42.8072,13.1857,6.9,2.1,0.637042062
04:09.2,42.6617,13.2842,8.3,3.6,0.637584803
13:29.8,42.805,13.2078,9.2,2.3,0.638127544
19:59.2,42.7402,13.2243,6.3,2,0.638670285
29:31.9,42.7225,13.1993,10.8,2.3,0.639213026
30:22.7,42.7317,13.1858,10.3,2.3,0.639755767
36:29.9,42.6753,13.2233,12,2.1,0.640298507
53:20.0,42.6252,13.2435,10.9,2.1,0.640841248
06:47.2,42.6227,13.3058,11.1,2.2,0.641383989
09:00.4,42.7892,13.2265,5.4,2,0.64192673
09:59.9,42.7555,13.1952,9.6,2.2,0.642469471
26:49.2,42.8215,13.1567,9,2.1,0.643012212
41:06.6,42.8103,13.2402,9.3,2.3,0.643554953
04:40.4,42.8277,13.1465,11.1,2,0.644097693
05:05.4,42.8025,13.17,9.9,2.2,0.644640434
08:21.4,42.848,13.2087,6.8,2.1,0.645183175
35:25.8,42.8063,13.1567,8.7,2.7,0.645725916
53:15.7,42.7328,13.2713,9.8,2.2,0.646268657
55:08.3,42.6233,13.3027,10.6,2.1,0.646811398
05:51.4,42.7293,13.237,9.5,2.1,0.647354138
06:25.4,42.6818,13.2103,10.6,2.1,0.647896879
08:51.2,42.6193,13.3087,9.1,2.5,0.64843962
14:39.7,42.716,13.2797,10.6,2.2,0.648982361
24:01.6,43.2828,12.6533,9.9,2,0.649525102
31:00.8,42.7953,13.1972,10.2,2.4,0.650067843
37:42.8,42.7628,13.1868,9.6,2.1,0.650610583
02:24.1,42.8073,13.1498,10.1,2,0.651153324
08:03.1,42.6975,13.2305,10.7,3,0.651696065
09:45.4,42.6953,13.2363,9.5,2.3,0.652238806
11:56.0,42.6163,13.2985,11,2.1,0.652781547
21:09.9,42.6153,13.2952,7.5,3,0.653324288
28:25.9,42.6048,13.2915,8.7,4.8,0.653867028
33:57.3,42.6183,13.2987,7,2.6,0.654409769
35:51.8,42.7177,13.2668,10.1,2.7,0.65495251
37:12.9,42.5982,13.3077,10,2,0.655495251
39:49.4,42.7567,13.1682,9.4,2.4,0.656037992
41:21.4,42.623,13.2982,10.7,2.8,0.656580733
42:02.5,42.619,13.3032,9.8,2.7,0.657123474
42:58.3,42.7063,13.2333,9.8,2.1,0.657666214
45:02.3,42.6095,13.2793,5.4,2.5,0.658208955
45:48.2,42.6143,13.31,10.2,2.3,0.658751696
46:37.5,42.6807,13.1823,9.9,2,0.659294437
48:20.6,42.6038,13.3013,8.9,2.1,0.659837178
49:06.7,42.8227,13.2533,8.5,2.1,0.660379919
50:41.7,42.7845,13.1678,10.3,2.1,0.660922659
53:35.7,42.626,13.2925,5.3,2.1,0.6614654
54:39.2,42.7518,13.2442,10.8,2.1,0.662008141
56:12.0,42.6105,13.3022,6.1,2.5,0.662550882
03:51.9,42.6075,13.3147,9.2,2.7,0.663093623
08:30.6,42.7778,13.1587,9.8,3.2,0.663636364
08:54.8,42.6188,13.2985,7.5,3.3,0.664179104
15:44.3,42.6302,13.2933,7.2,2.4,0.664721845
17:05.3,42.7528,13.2125,9.8,3.2,0.665264586
18:49.9,42.5952,13.3243,8.8,2.2,0.665807327
20:02.2,42.6413,13.2483,9.4,2.1,0.666350068
26:26.8,42.6217,13.3032,6.7,2.6,0.666892809
26:59.7,42.8083,13.147,9.7,2.8,0.66743555
32:52.3,42.7723,13.1493,8.5,3.3,0.66797829
34:32.3,42.8077,13.1918,9.2,2.4,0.668521031
36:38.1,42.5963,13.3097,11.2,2.3,0.669063772
37:13.2,42.8038,13.1622,10.4,2.3,0.669606513
40:27.3,42.6115,13.3013,7,2.3,0.670149254
43:58.4,42.6025,13.3037,6.3,2.4,0.670691995
45:07.4,42.5985,13.2975,7.3,2.8,0.671234735
50:34.2,42.6298,13.2967,6.8,3.1,0.671777476
51:17.6,42.5673,13.2887,10.2,3,0.672320217
52:39.5,42.6115,13.3052,6.6,2.4,0.672862958
08:11.9,42.7592,12.8647,7.1,2.8,0.673405699
13:14.9,42.9167,13.256,7.5,2.2,0.67394844
17:16.8,42.6013,13.3048,9.1,2.1,0.67449118
25:34.2,42.8143,13.2448,8.4,2.1,0.675033921
31:24.7,42.6213,13.3005,7.2,2.4,0.675576662
32:45.2,42.616,13.311,8.2,2.4,0.676119403
52:47.1,42.6083,13.2918,7.4,2.1,0.676662144
54:20.0,42.6002,13.2972,5.9,2.3,0.677204885
00:02.2,42.7937,13.203,10.3,2.5,0.677747626
00:02.2,42.7952,13.2067,9.6,2.4,0.678290366
13:37.8,42.6093,13.2998,7.5,2.1,0.678833107
18:57.3,42.6167,13.2998,6.7,2.6,0.679375848
24:14.2,42.6315,13.3017,9.7,2.2,0.679918589
29:05.2,42.7882,13.2142,10,2.7,0.68046133
30:11.8,42.7657,13.1893,10.4,2.5,0.681004071
47:29.0,42.774,13.1493,6.8,2.3,0.681546811
56:40.3,42.778,13.2133,9.2,2,0.682089552
58:25.6,42.6283,13.2867,5.3,2.3,0.682632293
14:05.5,42.6117,13.2973,7.8,2.7,0.683175034
18:52.6,42.8063,13.2463,6.2,2.4,0.683717775
18:52.5,42.8122,13.245,6.4,2.1,0.684260516
44:54.8,42.7697,13.1227,10.8,2.2,0.684803256
45:36.3,42.7968,13.1413,8.5,2.1,0.685345997
51:10.2,42.7487,13.218,7.9,2.1,0.685888738
09:44.8,42.7967,13.1558,9,2,0.686431479
10:28.5,42.7473,13.2298,9.2,2.1,0.68697422
24:10.4,42.7792,13.1785,9.8,2.8,0.687516961
32:03.7,42.7683,13.1087,10.5,2.2,0.688059701
33:10.0,42.7662,13.1893,10,2.1,0.688602442
39:53.7,42.7967,13.2152,9.1,2.5,0.689145183
41:18.5,42.7888,13.2078,7.9,2.2,0.689687924
43:55.5,42.6098,13.2987,6.3,2.3,0.690230665
44:25.0,42.6243,13.3083,6.9,2.4,0.690773406
22:46.6,42.7157,13.2105,10.2,2,0.691316147
33:59.1,42.8623,13.1603,10.7,2.3,0.691858887
34:56.4,42.629,13.3073,6.3,2.1,0.692401628
39:01.0,42.6152,13.308,10.8,2.3,0.692944369
44:19.8,42.8338,13.1602,10.7,2,0.69348711
49:21.4,42.6332,13.307,7.8,2.1,0.694029851
49:48.0,42.5705,13.4015,9.4,2.6,0.694572592
52:25.2,42.6218,13.2807,10.4,2.6,0.695115332
52:48.4,42.7463,13.2083,8.7,2.6,0.695658073
59:08.0,42.8027,13.167,9.5,2.3,0.696200814
06:44.7,42.6143,13.304,10.5,3,0.696743555
14:57.5,42.596,13.2993,7.5,2,0.697286296
18:59.6,42.6175,13.2867,10.7,2.1,0.697829037
26:11.7,42.7002,13.2933,10.7,2.1,0.698371777
34:30.5,42.6177,13.3317,10.4,2,0.698914518
08:01.6,42.7922,13.2373,7,2.8,0.699457259
08:57.5,42.6092,13.3017,8.7,2.7,0.7
09:38.4,42.6078,13.3012,7.9,2.4,0.700542741
20:41.0,42.7518,13.1657,9.8,2,0.701085482
31:20.9,42.7637,13.2122,10.3,2.4,0.701628223
35:23.9,42.6207,13.2478,10,2.4,0.702170963
43:18.3,42.6247,13.2127,11.3,2,0.702713704
46:23.7,42.6508,13.2917,7.5,2,0.703256445
48:46.1,42.8135,13.1577,10.3,2,0.703799186
50:00.2,42.8623,13.1652,10.5,2.1,0.704341927
50:41.8,42.8222,13.241,9.6,2,0.704884668
10:56.3,42.732,13.1822,9.6,2.4,0.705427408
14:28.2,42.8182,13.2367,9.8,2.4,0.705970149
27:48.1,42.6225,13.3003,7.4,2.4,0.70651289
34:34.1,42.6218,13.3167,8.2,2.5,0.707055631
35:30.1,42.8107,13.1743,9.5,2.3,0.707598372
47:32.0,42.8345,13.2172,8.3,2.6,0.708141113
08:06.4,42.8168,13.1675,10,2.1,0.708683853
15:09.7,42.5157,13.3038,14,2.1,0.709226594
32:50.6,42.5967,13.2815,10.1,3.7,0.709769335
33:40.9,42.6687,13.2097,14.8,2.8,0.710312076
38:15.3,42.6195,13.2853,7.3,2.1,0.710854817
48:40.0,42.761,13.1717,10.2,2,0.711397558
16:23.7,42.6017,13.2925,7.3,3,0.711940299
22:34.0,42.7412,13.1888,8.1,2.3,0.712483039
37:08.4,42.7483,13.1905,9.9,2.4,0.71302578
42:53.9,42.7957,13.2473,9.3,2,0.713568521
47:41.7,42.8127,13.2463,9.6,2,0.714111262
49:55.9,42.7587,13.245,9.9,2,0.714654003
04:15.3,42.5883,13.2957,8.5,2.9,0.715196744
05:29.2,42.6922,13.1613,10.8,3.5,0.715739484
09:18.2,42.5993,13.298,6.7,2.7,0.716282225
10:24.8,42.7687,13.1255,10.3,2.1,0.716824966
14:27.3,42.7022,13.1637,10.9,2.1,0.717367707
37:47.4,42.6533,13.2262,11.3,2,0.717910448
38:24.7,42.8075,13.1757,9.9,2,0.718453189
11:55.5,42.6412,13.2992,10.9,2.8,0.718995929
14:04.8,42.8023,13.1503,7,2.1,0.71953867
14:33.8,42.7898,13.2412,9.3,2.1,0.720081411
18:13.5,42.6272,13.2962,7.6,2.3,0.720624152
37:11.0,42.586,13.2965,9,2.5,0.721166893
45:57.5,42.8568,13.2415,9.5,2.1,0.721709634
56:21.1,42.7852,13.2352,8.3,2.2,0.722252374
59:20.1,42.5142,13.2903,10.9,2.2,0.722795115
15:04.4,42.5902,13.3012,8.3,2.7,0.723337856
16:47.7,42.7773,13.259,14.6,2.1,0.723880597
24:27.6,42.6067,13.3052,9.8,2.2,0.724423338
35:25.8,42.7673,13.1798,9.6,2.2,0.724966079
36:23.7,42.7637,13.2352,9.1,2,0.72550882
51:38.2,42.6862,13.1742,10,2.8,0.72605156
52:07.1,42.6127,13.2953,7.7,2.8,0.726594301
01:21.4,42.6098,13.2957,7.6,2,0.727137042
02:27.7,42.626,13.3035,7.7,2,0.727679783
03:17.8,42.6398,13.3157,7.9,2.5,0.728222524
17:47.2,42.6837,13.2933,9.7,2,0.728765265
43:20.0,42.6517,13.2512,11.1,2.6,0.729308005
58:09.6,42.708,13.2182,10.6,2.2,0.729850746
02:36.7,42.73,13.2028,10.2,2.1,0.730393487
04:41.9,42.6008,13.293,7.7,2.2,0.730936228
15:14.7,42.6252,13.2948,7.4,2.3,0.731478969
23:47.0,42.7388,13.1798,9.5,2.6,0.73202171
24:19.0,42.831,13.2335,9.1,2.2,0.73256445
26:28.3,42.793,13.1303,8,2.8,0.733107191
31:26.8,42.7873,13.1297,7.9,2.2,0.733649932
47:30.9,42.7438,13.1428,10.8,2.2,0.734192673
49:12.3,42.794,13.1532,10.1,3.2,0.734735414
51:50.1,42.7373,13.1692,10.2,2.6,0.735278155
56:30.4,42.7438,13.1728,10.7,2.6,0.735820896
56:30.5,42.746,13.175,10.6,2.5,0.736363636
57:43.1,42.7315,13.1858,9.2,2.2,0.736906377
58:18.8,42.7812,13.246,9.4,2.1,0.737449118
09:25.8,42.735,13.1808,10.8,2.1,0.737991859
17:40.2,42.6148,13.3055,10.2,2.4,0.7385346
19:18.2,42.8157,13.1683,10.4,2.5,0.739077341
26:42.9,42.9468,13.1017,12.5,2.2,0.739620081
44:06.5,42.5958,13.2798,7.6,2.6,0.740162822
50:58.6,42.6197,13.3108,9.8,2.1,0.740705563
55:49.5,42.6545,13.2207,10.4,2.1,0.741248304
13:35.4,42.7343,13.2158,9.9,2,0.741791045
19:50.5,42.7643,13.1168,12.3,2.1,0.742333786
29:00.7,42.8467,13.2177,8.8,2.8,0.742876526
31:34.2,42.7532,13.1333,8,2.2,0.743419267
37:47.7,42.8187,13.1542,10.4,2.4,0.743962008
