latitude,longitude,depth,mag,nst,gap,dmin,rms,horizontalError,depthError,magError,magNst
58.23316667,-155.1703333,3.89,-0.41,9,78,,0.15,0.33,0.77,0.19584337,9
37.4865,-119.4091667,21.82,1.67,24,81,0.2745,0.09,0.34,1.16,0.265,20
59.806,-152.6951,79.9,1.8,,,,0.43,,0.2,,
58.32516667,-154.868,5.99,2.2,11,153,,0.24,0.62,1.28,,1
51.8501,-178.0626,3.6,1.9,,,,0.32,,0,,
38.8193333,-122.8228333,2.34,-0.22,5,95,0.01076,0.03,0.45,0.96,0.114,4
62.3751,-153.333,6.5,1.2,,,,0.53,,0.4,,
38.7551667,-122.7401667,0.97,0.05,10,112,0.004194,0.03,0.26,0.34,0.161,6
58.3268,-154.8683,1.4,1.1,,,,0.41,,0.2,,
59.2193,-153.657,101.2,1.7,,,,0.29,,0.5,,
62.9098,-151.2709,107.9,1.2,,,,0.29,,0.4,,
58.333,-154.8831667,5.09,0.07,14,147,,0.23,0.52,1.21,0.246645517,14
36.5875,-98.261,6.73,1.52,71,92,0.205159741,0.720912122,,0.7,0.28,4
54.4665,-156.7415,4.5,3.1,,,,0.61,,0.9,,
54.5479,-156.8323,1.5,3.6,,,,0.65,,1.2,,
62.0611,-149.5647,59.2,2.4,,,,0.53,,0.2,,
38.8170013,-122.8239975,2.22,0.77,13,53,0.009074,0.02,0.3,0.83,0.5,13
60.0435,-153.087,-1.94,-1.03,5,99,,0.04,0.21,3.59,0.395076372,5
54.6548,-157.7331,13.2,3,,,,0.61,,2.2,,
58.32683333,-154.8736667,5.41,1.04,14,151,,0.27,0.61,1.42,0.266504444,5
58.30516667,-154.865,6.51,-0.01,11,158,,0.25,0.65,1.45,0.226022914,11
58.33633333,-154.88,5.48,-0.14,9,147,,0.16,0.73,0.95,0.194270968,9
58.32783333,-154.8751667,5.62,0.25,13,151,,0.28,0.59,1.43,0.211557949,13
58.3205,-154.8588333,5.21,-0.09,13,156,,0.2,0.61,1.21,0.250034305,13
37.0818,141.1233,62.8,4.4,26,137,2.4,0.71,8.29,8.924,0.17,10
58.33266667,-154.881,5.44,0.41,14,148,,0.2,0.49,1.04,0.27685779,14
34.0233333,-117.245,16.36,1.24,49,65,0.08429,0.13,0.18,0.33,0.177,26
35.7536667,-121.247,5.28,0.83,14,182,0.1041,0.07,0.35,0.78,0.212,7
58.18333333,-155.2736667,1.49,-0.71,6,148,,0.03,0.25,0.96,0.166433315,6
58.333,-154.8624,5.8,2.3,,,,0.46,,0.1,,
58.324,-154.8705,5.75,2.5,12,153,,0.26,0.77,1.38,0.305873068,12
57.9025,-156.1396,116.7,1.8,,,,0.28,,0.5,,
61.8883,-149.1402,9.9,1.2,,,,0.72,,0.1,,
53.37883333,-168.15,4.08,-0.57,4,151,,0.31,1.37,1.68,0.422807478,4
37.7646667,-121.9743333,9.61,1.21,21,52,0.08724,0.05,0.21,0.47,0.257,16
33.527,-116.7273333,4.15,1.2,49,25,0.03919,0.18,0.18,0.37,0.15,28
19.38199997,-155.0431671,5.829999924,1.81,30,135,,0.219999999,0.62,0.560000002,0.27,5
19.41983333,-155.2638333,1.98,0.5,18,115,,0.12,0.23,0.31,0.137727647,6
-39.1343,174.8232,224.649,4.3,24,71,0.621,0.83,7.83,6.165,0.178,9
-55.2975,-28.8788,38.804,4.4,13,181,4.52,0.95,13.94,8.776,0.149,13
58.32683333,-154.8761667,5.33,0.24,14,151,,0.27,0.62,1.42,0.313237016,14
19.17866707,-155.3795013,29.45999908,1.91999996,33,181,,0.109999999,0.68,0.959999979,0.629999995,3
38.7978333,-122.756,3.7,1.64,49,51,0.004023,0.04,0.16,0.25,0.204,32
40.6246667,-124.0165,18.53,2.05,23,63,0.126,0.15,0.37,0.65,0.141,13
53.5448,-167.0662,13.5,1.6,,,,0.37,,8.3,,
58.24966667,-155.0695,4.6,-0.59,8,108,,0.13,0.32,0.58,0.140412509,8
60.9085,-153.4031,3.1,0.9,,,,0.49,,0.9,,
17.962,-66.8375,14.27,2.75,16,196,0.04181,0.15,0.37,0.41,0.066749209,7
38.8269997,-122.7986679,3.11,0.75,13,52,0.009609,0.01,0.35,0.8,0.36,15
35.9586667,-117.9138333,8.33,1.37,25,70,0.05253,0.09,0.15,0.32,0.153,15
38.7705002,-122.737999,0.79,0.79,8,75,0.01276,0.02,0.3,0.65,0.31,7
33.0905,-116.6123333,12.01,0.94,39,31,0.1122,0.15,0.21,0.53,0.151,21
33.183,-115.6413333,5.06,1.11,5,248,0.01574,0.22,3.64,31.61,0.229,2
33.1883333,-115.61,1.24,1.04,7,112,0.01175,0.14,1.21,1.62,0.045,2
39.3782,-119.9842,5.6,0,3,260.22,0.095,0.0025,,8.8,0,1
18.05816667,-66.805,17.46,2.22,6,127,0.1087,0.12,0.49,1.35,0.03997245,3
61.9493,-147.8849,29.8,1.6,,,,0.48,,0.3,,
34.0206667,-117.2343333,16.32,1.46,74,25,0.08922,0.16,0.17,0.31,0.192,50
51.8535,-178.0791667,3.36,0.97,4,206,,0.16,0.73,1.09,0.182659987,4
36.4606,-115.7604,6.4,0.6,11,326.38,0.259,0.1102,,7.5,0.61,4
56.9936,-155.1909,4.6,2.3,,,,0.49,,0.8,,
62.2779,-149.9791,16.5,0.9,,,,0.88,,0.5,,
38.8203316,-122.7948303,3.17,0.38,8,97,0.01229,0.03,0.49,1.23,0.28,9
61.4254,-149.3845,27.6,1.1,,,,0.59,,0.5,,
40.4591667,-121.4716667,-1.27,1.76,11,114,0.1151,0.03,0.39,2.28,0.15,17
56.8836,-158.1974,5.6,2.4,,,,0.55,,0.3,,
33.395,-116.9048333,13.42,0.18,20,129,0.05431,0.13,0.35,0.61,0.129,10
62.0105,-149.4612,30.3,1.2,,,,0.63,,0.4,,
19.14983368,-155.4926605,33.93999863,2.04999995,44,146,,0.129999995,0.63,0.899999976,0.769999981,17
35.9575,-117.914,7.95,1.52,19,86,0.08887,0.11,0.21,0.53,0.188,17
55.6511,-149.051,15.608,3,30,204,2.891,1.19,9.93,8.487,0.064,32
38.8068352,-122.8065033,1.26,0.47,9,106,0.008824,0.02,0.41,0.74,0.2,11
51.858,-178.0971667,3.31,0.99,5,216,,0.14,0.62,0.47,0.136213759,5
41.6291,-120.3799,0,0.5,3,329.2,0.28,0.1869,,0,0.63,2
56.876,-158.1943,3.1,1.7,,,,0.36,,0.9,,
37.3218333,-121.6696667,8.77,0.96,28,40,0.02928,0.14,0.29,0.37,0.198,22
19.19233322,-155.477005,33.38000107,1.96000004,39,98,,0.129999995,0.66,0.959999979,1.47000003,10
40.3615,-121.6096667,5.72,1.95,11,123,0.1051,0.08,0.53,0.87,0.203,19
31.60742717,-103.969601,8.856616211,2,29,57,0.003342005,0.2,0.546877145,0.573354017,0.2,12
53.39283333,-168.1825,0.61,-0.06,4,215,,0.08,0.32,0.44,0.296885313,4
33.4993333,-116.5636667,11.02,0.53,22,77,0.03253,0.08,0.18,0.31,0.174,14
37.5861667,-118.8495,3.71,-0.04,8,221,0.01665,0.02,1.21,1.73,0.134,8
53.3665,-168.2821667,2.58,1.04,6,309,,0.21,1.04,0.64,0.473992914,6
60.6794,-147.4425,13,1.5,,,,0.51,,1.4,,
36.8481,-116.1313,2.1,0.7,3,291.61,0.049,0.0333,,8,0,1
61.6602,-148.0418,22.9,1.6,,,,0.72,,0.2,,
38.7921667,-122.7621667,2.41,0.42,22,63,0.008661,0.03,0.18,0.32,0.296,18
39.8015,-120.7279,9.1,0.2,3,328.96,0.29,0.0337,,22.5,0.04,2
31.68254469,-104.4017037,6.851391602,2.4,28,56,0.020747611,0.3,0.970549536,0.846081279,0.2,15
60.494,-150.4229,47.3,1.3,,,,0.38,,0.2,,
27.774,55.3531,10,4.9,99,32,2.919,0.8,7.52,1.792,0.044,160
37.5995,-118.9153333,2.8,-0.07,7,263,0.01259,0.03,2.42,2.77,0.086,7
39.4037,-120.221,10.8,0.6,6,187.65,0.181,0.1287,,5.2,0.21,3
26.0704,128.5333,13.067,4.4,40,78,0.798,0.87,5.79,1.645,0.134,16
33.535,-116.453,7.34,0.75,24,56,0.02557,0.11,0.19,0.35,0.177,18
51.7897,178.3294,108.873,3,12,271,0.195,0.25,8.83,5.446,0.115,10
34.3241667,-116.6393333,1.38,1.42,41,64,0.0474,0.11,0.14,0.43,0.073,23
63.1443,-151.3592,3.7,1,,,,0.69,,0.2,,
65.4318,-144.3281,12.4,1,,,,0.63,,0.4,,
38.8248333,-122.7885,1.27,1.13,34,33,0.01307,0.05,0.15,0.24,0.182,30
18.03533333,-66.79016667,15.76,2.3,8,148,0.1038,0.16,0.49,1.34,0.142160459,5
63.4453,-147.5945,76.7,1.1,,,,0.58,,0.3,,
52.1468,-174.1173,178.468,3,16,190,0.128,0.44,12.2,5.933,0.115,10
61.5047,-149.9419,23.7,1.2,,,,0.58,,0.6,,
19.16200066,-155.4903259,32.47000122,1.84000003,33,164,,0.109999999,0.67,1,1.84000003,4
60.8044,-150.9258,45.5,1.6,,,,0.54,,0.3,,
52.30266667,-174.1358333,2.81,-0.02,5,155,,0.11,0.42,1.08,0.376510755,5
51.8505,-178.0733333,2.68,1.51,5,204,,0.15,0.59,0.88,0.293289986,5
37.5658333,-113.0446667,12.91,1.16,10,98,0.04505,0.11,0.53,0.99,0.253,2
38.8274994,-122.8043365,2.57,0.38,8,105,0.006073,0.01,0.5,1.74,0.23,8
35.679,-117.5083333,4.49,0.94,17,115,0.07028,0.11,0.26,0.74,0.128,7
64.9415,-149.8291,15.4,0.6,,,,0.45,,0.1,,
44.32,-114.8735,4.43,2.32,22,62,0.6023,0.19,0.33,0.92,0.20972237,19
53.46383333,-167.995,2.85,-0.52,4,295,,0.24,1.28,1.6,0.136927255,3
38.8346672,-122.7948303,1.44,0.7,9,90,0.005122,0.04,0.43,1.04,0.22,10
58.22016667,-155.0835,3.5,-0.41,7,118,,0.1,0.29,0.96,0.26994942,7
19.26633263,-155.3796692,28.12999916,2.06,42,131,,0.189999998,0.64,0.689999998,2.81,10
57.62183333,-156.5173333,12.83,0.76,5,233,,0.23,1.18,1.79,0.100637984,5
57.1618,-156.0071,60.7,3,,,,0.68,,0.5,,
58.23833333,-155.1676667,1.77,-0.74,7,74,,0.11,0.28,1.21,0.10721909,7
60.9841,-152.4927,121.3,2.3,,,,0.51,,0.3,,
36.4955,-121.0653333,4.97,1.98,30,157,0.04057,0.07,0.27,0.63,0.212,29
37.5588333,-113.0358333,11.16,1.04,10,98,0.05493,0.14,0.57,0.76,0.049,2
51.86016667,-178.0785,1.05,1.04,5,197,,0.24,0.79,2.71,0.217524129,5
31.68098407,-104.4291463,6.388647461,2.4,47,50,0.002850809,0.3,0.704611547,0.640747818,0.1,24
37.5621667,-113.0381667,12.21,1.39,11,159,0.05135,0.1,0.46,0.6,0.207,3
35.793,-96.976,6.88,0.85,58,43,0.182664155,0.2,,0.5,0.13,4
33.1355,-116.653,2.81,1.59,58,27,0.06366,0.19,0.21,0.51,0.138,25
34.0338333,-116.8476667,20.97,0.92,36,68,0.03315,0.13,0.19,0.41,0.152,25
57.4392,-157.045,105.7,2.2,,,,0.38,,0.5,,
35.79066667,-96.9745,5,0.49,32,58,0.184463802,0.26,,0.7,0.21,13
19.32966667,-155.1168333,4.77,3.15,44,127,,0.15,0.32,0.51,0.123054977,29
25.9913,128.5497,10,4.9,63,76,0.877,0.59,5.42,1.865,0.053,112
61.5277,-146.5654,16.6,1.7,,,,0.64,,0.2,,
39.4998,-119.1417,14.4,2,33,103.19,0.435,0.174,,1.4,0.23,10
53.86733333,-166.8015,7.49,-0.81,7,134,,0.09,0.44,0.75,0.098874637,6
53.862,-166.7944,7,1.1,,,,0.73,,0.3,,
61.1402,-151.5912,72.7,2.2,,,,0.61,,0.2,,
26.0902,128.5561,10,5.3,138,46,0.785,0.47,5.16,1.837,0.051,37
25.9338,128.5939,10,4.6,42,80,0.944,0.49,4.42,1.882,0.101,30
59.4344,-152.584,82.9,1.5,,,,0.41,,0.2,,
59.6629,-152.298,68.4,1.6,,,,0.38,,0.3,,
62.84,-150.6762,94.2,1.2,,,,0.47,,0.2,,
39.1611,-119.6111,3.7,-0.4,5,185.74,0.073,0.0976,,10.5,0,1
37.567,-112.9816667,12.21,1.46,9,195,0.08873,0.08,0.75,0.37,0.13,4
52.4305,-174.4095,173.479,3.2,29,165,0.117,0.22,11.49,8.846,0.091,16
38.8125,-122.7841667,1.65,0.36,19,40,0.002824,0.03,0.21,0.33,0.12,16
17.98833333,-66.82383333,12.58,2.39,6,188,0.05438,0.1,0.81,0.77,0.078807712,3
53.8609,-166.7581,6.7,1.8,,,,0.55,,0.1,,
62.916,-150.5003,91.4,1.2,,,,0.53,,0.4,,
53.4311,-167.3641,27.6,1.8,,,,0.59,,1.3,,
45.41683333,-112.1046667,3.06,0.84,9,68,0.189,0.09,0.47,1.64,0.119107545,5
61.4028,-151.1849,1.6,1.6,,,,0.63,,0.2,,
38.7548332,-122.7146683,1.36,1.02,8,176,0.01044,0.02,0.65,0.49,0.28,8
50.8582,-175.1562,10,2.6,15,241,1.228,0.38,5.53,2.012,0.128,8
52.07883333,-176.0163333,6.46,1.07,5,210,,0.17,0.77,0.95,0.188705538,4
53.8427,-164.1151,25.5,2,,,,0.26,,3.9,,
58.28266667,-155.0003333,2.64,-0.85,4,143,,0.06,0.32,0.65,0.194327945,4
57.62966667,-156.544,12.42,0.89,5,228,,0.17,1.02,1.91,0.163501015,5
62.0015,-148.8728,7,0.9,,,,0.57,,0.2,,
37.7398333,-113.9475,1.32,1.25,12,115,0.2867,0.15,0.53,10.2,0.215,2
37.04,-121.475,7.11,0.9,30,70,0.01647,0.17,0.35,0.56,0.233,22
33.0978333,-116.0413333,9.72,0.73,33,52,0.09241,0.16,0.21,0.6,0.087,19
39.9705,-120.8138,0,0.6,3,332.93,0.364,0.0663,,0,0.19,3
61.28,-147.5156,11.1,1.2,,,,0.56,,0.7,,
57.5186,-156.4115,9.9,1.6,,,,0.85,,0.1,,
29.5452,104.5796,10,4.4,36,73,4.329,0.64,10.3,1.907,0.1,33
37.5906667,-118.9303333,4.54,0.09,8,286,0.02452,0.02,3.58,3.68,0.075,7
61.0459,-140.3519,0.4,1,,,,0.83,,0.3,,
44.6865,-110.4115,4.92,0.83,9,117,0.07608,0.13,0.45,0.72,0.52,6
-35.6096,-71.3188,87.343,5,111,91,0.173,0.66,6.46,4.949,0.068,21
19.19666667,-155.5451667,-0.68,2.33,39,92,,0.16,0.32,0.13,0.103449931,19
58.167,-155.3821667,1.76,0.11,9,194,,0.08,0.31,0.48,0.185158252,9
38.8031667,-122.805,1.29,0.86,34,50,0.008966,0.06,0.15,0.26,0.4,28
61.8374,-150.2001,55.1,1.2,,,,0.31,,0.3,,
38.8413315,-122.8238297,2.15,0.93,15,88,0.009507,0.02,0.27,0.66,0.21,16
38.8678,-119.6199,0.6,0.1,5,283.02,0.027,0.1238,,11.3,0,1
19.03616667,-65.3565,44.01,3.24,14,258,0.7282,0.39,4.65,13.29,0.086219304,4
19.53833333,-155.8121667,26.42,3.92,52,98,,0.12,0.43,0.66,0.167195995,28
61.0736,-152.2341,111.7,1.5,,,,0.33,,0.3,,
52.07933333,-176.0206667,6.48,0.28,5,208,,0.18,0.72,0.87,0.204514096,4
51.4879,-176.3315,35,2.5,15,259,0.377,0.16,4.18,2.002,0.128,8
64.9444,-148.5288,15.5,0.6,,,,0.39,,0.2,,
37.1133,-117.5041,2.3,0.2,5,219.74,0.165,0.1462,,7.9,0.36,4
44.7941667,-110.8333333,4.89,0.22,8,106,0.01355,0.12,0.54,0.39,0.197,4
35.01433333,-97.65533333,7.57,1,45,67,0.108878634,0.29,,0.6,0.17,20
36.47616667,-98.62383333,7.45,0.72,24,116,0.081883932,0.2,,0.5,0.25,8
-55.2697,-28.9586,35,4.6,20,153,4.47,0.47,9.58,1.92,0.132,17
39.5745,-119.0689,11.9,1.3,14,113.28,0.529,0.1235,,1.9,0.16,9
38.8338318,-122.8183365,1.84,0.88,15,60,0.01226,0.01,0.27,0.57,0.23,15
52.29766667,-174.0888333,11.64,0.59,4,169,,0.17,1.19,1.17,0.311298719,4
37.1537,-117.4817,5.3,0,4,201.52,0.153,0.1524,,11.5,0.52,4
39.9577,-120.0107,12.9,0.3,4,153.69,0.143,0.1799,,7.6,0.02,3
52.07816667,-176.0181667,7.48,0.32,5,207,,0.19,0.92,1.1,0.240172981,4
-30.3451,-176.6544,10,4.5,22,157,1.541,0.9,5.2,1.896,0.191,8
44.61266667,-112.1301667,12.12,0.79,10,123,0.1897,0.18,0.79,2.73,0.186171623,7
53.7006,-167.9364,81.5,1.9,,,,0.46,,0.3,,
56.0553,-149.1552,14.402,3.5,71,241,2.556,0.43,10.07,9.163,0.057,40
34.5041667,-116.5135,6.1,1.36,26,48,0.1602,0.12,0.18,0.73,0.113,23
35.7123333,-117.5635,9.04,0.6,15,63,0.1068,0.16,0.38,1.12,0.096,8
37.5466667,-121.8583333,5.93,2.2,102,35,0.02386,0.11,0.1,0.18,0.195,86
-51.4427,139.4375,10,4.6,19,108,10.076,0.82,13.27,1.729,0.172,10
37.2101,-117.469,4.9,0.9,17,120.26,0.143,0.1746,,4.1,1.07,10
35.13616667,-97.77233333,7.27,1.34,82,35,0.062087816,0.38,,0.7,0.22,34
52.0825,-176.0166667,6.6,0.45,5,217,,0.14,0.68,0.83,0.153698267,4
52.08133333,-176.0165,6.6,0.45,5,215,,0.15,0.68,0.81,0.153698186,4
-8.6568,118.2982,143.519,4.3,36,42,0.543,0.84,7.82,5.13,0.153,12
60.6904,-152.1761,80.5,1.7,,,,0.37,,0.4,,
60.4141,-147.7707,2.5,1.4,,,,0.5,,0.5,,
37.4793,-116.3655,13.1,0.4,12,277.43,0.194,0.1651,,6.7,0.34,8
38.8165016,-122.7365036,2.42,0.28,8,209,0.02959,0.02,1.61,1.12,0.17,7
52.268,-174.3428333,11.35,0.68,6,302,,0.11,1.19,1.53,0.518421628,6
33.6426667,-116.7055,12.92,1.04,36,69,0.0372,0.11,0.16,0.26,0.195,26
41.2696667,-111.7273333,12.54,0.89,15,82,0.1348,0.11,0.38,0.67,0.215,10
52.27316667,-174.3486667,11.73,1.04,5,303,,0.13,1.44,1.97,0.30305534,5
31.65053398,-104.3766578,6.234399414,2.1,43,62,0.047554124,0.3,0.949589712,0.999026814,0.1,18
63.0067,-150.4763,96.9,1.1,,,,0.47,,0.3,,
46.892,-112.5203333,12.42,1.24,13,118,0.05445,0.09,0.33,0.48,0.146128701,5
52.06483333,-176.0388333,6.8,0.18,5,163,,0.14,0.96,0.7,0.216737117,4
52.08116667,-176.0145,7.01,1.15,5,216,,0.15,0.77,0.92,0.197918616,4
52.04966667,-176.0516667,8.12,0.1,5,135,,0.22,0.89,1.2,0.255328443,4
52.27833333,-174.3066667,5.46,0.74,5,289,,0.31,1.94,3.64,0.447583679,5
52.27133333,-174.3498333,10.05,0.54,4,306,,0.09,0.84,1.69,0.586451293,4
33.6423333,-116.7011667,12.13,0.25,14,68,0.03497,0.08,0.22,0.41,0.019,6
38.7949982,-122.7763367,0.3,0.4,8,114,0.009231,0.01,0.27,0.88,0.17,7
51.90416667,179.5216667,5.84,0.92,5,244,,0.21,1.21,1.16,0.159788863,5
38.5445,-119.5234,5.9,1,10,106.05,0.042,0.0682,,1.1,0.14,3
28.72833252,-99.44772518,5.013224284,2.3,13,94,0.644692119,0.3,2.846622545,2.281424086,0.1,11
60.7065,-152.658,12.13,-0.42,5,325,,0.1,0.88,1.03,0.230319952,5
18.40716667,-67.47316667,13.61,2.74,12,206,0.0233,0.16,0.62,0.24,0.172888063,5
38.8204994,-122.821167,1.77,0.57,7,116,0.009135,0.01,0.72,1.42,0.2,8
63.1463,-144.4186,9.3,1.6,,,,0.57,,0.2,,
51.9095,179.5778333,9.15,1.26,5,134,,0.09,0.5,0.67,0.257988621,5
51.934,179.5941667,9.07,0.48,5,94,,0.21,0.85,1.44,0.444942199,5
31.67923928,-104.4151327,6.645727539,2.6,46,56,0.009239617,0.2,0.688764701,0.578000931,0.1,25
59.0617,-151.4952,25,1.6,,,,0.69,,2.2,,
55.4052,-159.4232,10,1.9,,,,0.68,,0.9,,
61.0002,-146.8235,19.9,1.4,,,,0.53,,0.4,,
19.153,-155.369,29.51,4.16,50,180,,0.13,0.47,0.56,0.144929245,32
55.44066667,-161.849,27.18,0.98,9,154,,0.07,0.95,0.68,0.156281825,8
31.60463164,-104.2041208,7.262719727,2.3,36,68,0.07188771,0.2,1.185557614,1.051054348,0.1,18
36.041,-97.90383333,5,1.24,61,40,0.110678281,0.31,,0.8,0.18,29
33.504,-116.4256667,9.04,1,31,89,0.01935,0.13,0.2,0.45,0.17,22
65.4053,-144.6749,0.7,1.7,,,,0.58,,0.3,,
61.7507,-150.0416,39,1.2,,,,0.36,,0.6,,
36.03816667,-97.89916667,5.85,1.35,78,35,0.110678281,0.27,,0.6,0.18,36
38.8313332,-122.8166656,1.95,0.7,12,133,0.009452,0.01,0.37,0.96,0.2,12
59.7483,-147.4278,6.7,1.6,,,,0.35,,0.5,,
58.16666667,-155.3143333,2.06,0.31,11,177,,0.09,0.28,0.47,0.318280256,11
36.0425,-97.89866667,4.65,1.39,88,36,0.114277575,0.29,,0.7,0.21,48
64.8118,-144.4616,7.3,0.9,,,,0.44,,0.2,,
51.84983333,-178.08,3.46,1.4,5,208,,0.17,0.74,0.5,0.238731195,5
54.6664,-163.6307,5.2,2,,,,0.58,,0.4,,
-58.3373,-23.7017,10,5.1,58,55,8.184,0.82,10.49,1.608,0.087,43
41.572,141.9177,67.808,4.2,35,147,1.013,0.32,3.96,8.711,0.132,16
38.8468323,-122.8188324,1.07,0.71,14,75,0.008575,0.04,0.25,0.46,0.18,15
38.7586667,-122.7018333,1.76,0.41,15,70,0.009704,0.04,0.31,0.34,0.165,8
53.0051,-162.4458,10,2.9,32,232,1.879,0.7,2.89,2.014,,
61.0078,-140.3379,1.6,1.7,,,,0.72,,0.2,,
61.0093,-140.3363,6.4,0.9,,,,0.6,,0.2,,
11.7539,-86.4527,97.437,4.1,22,168,0.441,0.72,2.58,6.402,0.234,5
61.0286,-147.2195,25.4,1.3,,,,0.46,,0.5,,
62.9062,-151.2291,106.6,1,,,,0.24,,1.1,,
46.846,-121.754,1.85,0.26,7,121,0.01777,0.06,0.44,0.49,0.09586942,5
51.86566667,-178.0988333,-1.8,0.59,4,213,,0.25,1.5,2.73,0.385023436,4
31.6737583,-104.3370253,7.725463867,2.2,35,65,0.061524499,0.2,0.833777156,0.864755543,0.2,18
58.28633333,-154.9805,2.96,-0.35,11,132,,0.17,0.37,1.02,0.266554193,11
61.2358,-149.9181,40.8,1.5,,,,0.54,,0.2,,
60.3901,-151.0397,23.1,1.3,,,,0.6,,0.6,,
61.2811,-147.6485,0,1.4,,,,0.47,,0,,
61.0347,-145.8654,20.9,1.3,,,,0.86,,0.3,,
60.5956,-141.934,15.4,1.2,,,,0.65,,0.2,,
44.79933333,-122.6765,-0.44,1.8,7,116,0.01554,0.13,0.33,31.61,0.07547989,5
58.3535,-154.941,5.71,-0.05,12,117,,0.29,0.63,1.65,0.192468827,12
38.815,-122.8253333,2.25,0.39,23,48,0.00682,0.02,0.19,0.39,0.333,23
38.8144989,-122.824501,2.12,0.75,10,95,0.006706,0.02,0.47,0.82,0.1,11
35.7011667,-117.5131667,10.24,0.98,12,146,0.08123,0.19,0.53,0.96,0.152,10
62.5713,-152.109,118.4,1.5,,,,0.58,,0.4,,
35.0453333,-117.6636667,-0.82,1.68,31,41,0.1139,0.13,0.26,31.61,0.102,26
61.4992,-152.2419,114,1.5,,,,0.46,,0.4,,
31.61746472,-104.2112032,7.10847168,2,27,60,0.070973329,0.2,0.838027125,1.230606849,0.1,11
34.1215,-117.4668333,7.33,1.21,22,109,0.06055,0.19,0.3,0.61,0.116,19
38.793499,-122.7631683,3.01,1.04,16,90,0.007611,0.02,0.32,0.62,0.29,17
57.4337,-155.5983,10.2,1.4,,,,0.48,,0.4,,
38.8370018,-122.7921677,2.49,0.92,12,57,0.002001,0.01,0.47,1.4,0.23,12
-20.9998,-178.9814,608.997,4,41,51,3.532,0.49,14.02,7.547,0.103,25
36.9691667,-121.6076667,3.37,0.4,11,69,0.02475,0.11,0.29,0.78,0.165,7
59.7319,-152.8203,82.7,1.3,,,,0.33,,0.4,,
31.51492371,-104.0073513,8.445288086,2.1,37,57,0.044612581,0.2,0.67078896,0.632951407,0.2,19
61.0099,-140.344,3.4,1.6,,,,0.82,,0.3,,
64.5696,-149.0759,0,0.9,,,,0.66,,0,,
54.9047,-160.7564,56.1,1.8,,,,0.4,,2.6,,
56.2669,-156.5434,65,2.5,,,,0.59,,1.9,,
58.19183333,-155.2565,2.12,0.01,6,162,,0.07,0.31,1.08,0.170188873,6
44.4781,148.1011,75.01,4.3,48,97,3.971,0.43,10.65,7.195,0.097,30
30.68756104,-98.32495713,3.986124674,2.4,14,73,0.643456791,0.3,2.219913277,2.160477064,0.1,9
34.644,-96.15016667,4.62,1.41,53,95,0.205159741,0.42,,1.6,0.24,9
62.4759,-149.6762,8.6,1.1,,,,0.6,,0.2,,
44.7948333,-110.8256667,4.51,1.05,13,199,0.01884,0.16,0.54,0.41,0.382,2
62.9808,-150.8098,104.8,1.2,,,,0.41,,0.5,,
33.7538333,-117.1068333,-0.52,1.05,34,88,0.04501,0.2,0.38,31.61,0.145,24
39.1982,-120.362,7.7,0.3,5,243.85,0.15,0.1385,,6.9,0,1
61.165,-147.215,13.8,1,,,,0.93,,0.2,,
19.3295002,-155.1965027,2.900000095,1.85,34,112,,0.230000004,0.55,1.35000002,0.25,8
19.3315,-155.1986667,5.88,2.04,23,111,,0.08,0.35,0.83,0.133222256,20
60.01483333,-153.0993333,0.59,-0.72,5,121,,0.09,0.27,1.29,0.179343096,5
39.3845,-120.4405,9.7,1,10,195.26,0.301,0.1314,,10.4,1.07,4
58.20166667,-155.1355,-2.19,-0.31,8,82,,0.21,0.42,3.4,0.34794159,8
34.42566667,-97.0735,0,1.26,37,128,0.269047204,0.49,,0.7,0.23,7
44.66366667,-114.3741667,9.4,2.09,13,95,0.5544,0.1,0.43,0.82,0.270743613,12
34.3892,45.2965,10,4.2,33,65,1.188,0.64,6.08,1.909,0.159,11
61.2778,-151.2704,69.7,0.9,,,,0.17,,0.9,,
19.41349983,-155.2611694,1.110000014,1.85,14,113,,0.159999996,0.29,0.400000006,0.18,6
44.4578333,-110.6108333,3.91,1.29,7,192,0.02648,0.06,0.63,0.42,0.487,4
54.9836,-162.3464,3.4,1.7,,,,0.96,,0.1,,
52.3637,159.3916,65.944,4.4,51,143,0.8,0.79,6.43,6.32,0.094,33
38.8370018,-122.793335,2.18,0.88,9,74,0.002726,0.02,0.51,1.41,0.45,9
60.0615,-153.0615,1.73,-0.65,5,247,,0.1,0.95,0.57,0.432686052,5
38.8344994,-122.7890015,1.85,0.97,15,64,0.004042,0.01,0.28,0.44,0.27,15
-0.7335,98.591,25.639,5.1,89,44,2.264,0.84,8.1,3.865,0.057,100
19.38599968,-155.0551605,5.550000191,1.87,30,128,,0.360000014,1.31,0.769999981,0.45,5
60.05116667,-153.0891667,-3,-0.9,4,136,,0.37,1.15,3.67,0.201335586,4
33.8213333,-117.4788333,-0.64,1.27,35,41,0.02843,0.26,0.38,31.61,0.186,19
43.7645,-110.3306667,11.78,2.36,13,140,0.2498,0.22,0.94,1.24,0.257871719,15
52.7891,-162.3718,10,2.6,15,267,2.097,0.5,4.41,2.021,0.181,4
31.18724993,-103.281762,2.532446289,1.9,19,45,0.010596149,0.3,1.13889413,1.267124368,0.2,10
35.09333333,-97.82183333,7.64,1.07,25,57,0.090882166,0.35,,0.9,0.47,3
