latitude,longitude,depth,mag,nst,gap,dmin,rms,horizontalError,depthError,magError,magNst
19.499,-155.4668333,3.91,2.09,12,77,,0.11,0.3,1.02,0.038017961,5
55.3565,-134.9445,19.9,2.5,,,,0.41,,3.7,,
19.4145,-155.3156667,2.35,2.04,18,114,,0.06,0.24,0.25,0.220968001,5
19.41883333,-155.2645,1.62,0.64,15,100,,0.07,0.23,0.29,0.145093942,2
36.2721667,-120.2853333,8.71,1.1,10,229,0.09151,0.04,1.2,1,0.205,6
-23.1192,171.0059,10,5,79,106,3.321,0.7,9.82,1.802,0.062,84
19.40483333,-155.2901667,1.39,0.53,16,42,,0.07,0.19,0.25,0.181655811,3
19.40416667,-155.291,0.76,0.959999979,9,85,,0.08,0.26,0.41,0.819999993,6
-0.1406,124.5919,10,4.6,83,41,2.028,1.09,6.31,1.85,0.068,75
19.40316667,-155.2905,0.84,0.910000026,10,86,,0.07,0.25,0.32,0.699999988,5
19.4075,-155.2878333,1.81,1.73,19,46,,0.1,0.27,0.2,0.095024524,2
19.40283394,-155.2901611,-0.529999971,2.03999996,13,68,,0.270000011,0.29,0.230000004,2.03999996,4
37.4641667,-119.3815,9.86,1.45,18,145,0.2918,0.07,0.44,2.44,0.213,20
44.13216667,-121.3358333,-1.48,0.99,9,139,0.06599,0.25,0.74,31.61,0.095245196,7
65.5071,-166.4945,10.9,1.6,,,,0.35,,1.2,,
38.8238335,-122.855835,2.44,0.77,10,138,0.01627,0.03,0.42,1.12,0.34,9
33.0595,-114.995,-0.21,1.29,7,150,0.08819,0.25,0.99,31.61,0.271,4
34.679,-96.12366667,16.59,1.46,40,105,0.453511006,0.33,,2.7,0.22,17
59.9986,-147.8597,10.3,1.6,,,,0.54,,0.7,,
34.3206667,-116.9751667,5.17,1.84,65,36,0.07362,0.13,0.13,0.41,0.128,34
51.3869,-178.2413,13.2,1.7,,,,0.58,,1,,
19.405,-155.2948333,1.42,0.45,12,68,,0.07,0.22,0.3,0.370963092,2
39.9761,-120.3912,8.1,0.8,4,261.22,0.112,0.0439,,6.3,0.25,2
61.5833,-149.7212,42.1,0.9,,,,0.61,,1.2,,
34.2176667,-117.4483333,11.92,0.88,24,119,0.03041,0.15,0.27,0.3,0.126,14
45.91233333,-112.2475,-2,1.37,8,120,0.01952,0.09,1.03,31.61,0.15444202,11
63.1059,-150.416,102.5,1,,,,0.36,,1,,
38.8356667,-122.7900009,1.37,0.27,8,81,0.002751,0.01,0.36,1.02,0.17,7
38.8364983,-122.7935028,0.91,0.43,7,117,0.01468,0.02,0.43,1.45,0.25,8
-18.0869,167.6115,10,5,31,56,3.983,1.23,7.98,1.683,0.063,84
33.5285,-116.729,4.7,0.24,22,45,0.03745,0.09,0.15,0.23,0.192,9
12.7636,49.2201,10,5.7,129,32,6.352,0.87,9.13,1.843,0.089,12
34.74816667,-97.53916667,6.53,1.35,25,64,0.133173867,0.31,,1,0.25,13
38.8185005,-122.7839966,0.22,0.4,10,76,0.005838,0.02,0.24,0.49,0.24,10
60.2999,-145.2706,13.3,1.2,,,,0.49,,0.1,,
43.8606,-75.9683,5,1.6,12,84,0.451,0.25,1.1,1.9,0.105,12
-23.2749,170.7526,22.895,4.8,41,94,3.118,0.37,8.31,2.381,0.089,39
40.5872,-119.7644,14.4,1,4,324.19,0.418,0.0727,,10.1,0.25,4
54.631,-159.8252,7.7,2.6,,,,0.53,,0.8,,
59.9994,-153.1766,107.5,1.6,,,,0.46,,0.2,,
61.4953,-146.6736,22.5,0.9,,,,0.41,,0.3,,
63.1003,-150.1495,97.9,1.5,,,,0.57,,0.2,,
-23.038,170.5989,12.96,4.8,26,127,2.939,0.26,8.61,6.183,0.127,19
51.5013,-176.3575,13.2,1.5,,,,0.44,,2.3,,
19.41483333,-155.3108333,3.14,2.07,26,102,,0.12,0.26,0.33,0.154888641,7
19.19266667,-155.4958333,33.41,1.57,14,125,,0.09,0.84,0.77,0.091332408,8
19.4155,-155.3175,1.91,0.74,14,115,,0.09,0.25,0.28,0.192579054,2
38.770668,-122.7464981,2.77,1.1,10,94,0.01469,0.11,0.53,0.74,0.09,8
51.5714,-172.1507,27.4,2.8,,,,0.41,,3.3,,
38.7806664,-122.7450027,0.57,1.09,9,84,0.00696,0.03,0.29,0.97,0.2,9
54.4491,-161.4636,9.6,3.2,,,,0.63,,0.4,,
59.8708,-154.1803,187.6,2,,,,0.65,,0.3,,
33.534,-116.6805,9.71,0.75,27,40,0.05292,0.1,0.14,0.31,0.222,21
63.582,-150.7443,13.1,0.8,,,,0.56,,0.1,,
38.8188324,-122.8246689,1.91,0.79,7,85,0.009154,0.01,0.46,0.99,0.2,10
61.0094,-151.3774,82.1,1.5,,,,0.52,,0.2,,
19.17516708,-155.4855042,34.65000153,1.97000003,41,91,,0.119999997,0.56,0.810000002,1.07000005,15
40.0956667,-123.7683333,20.5,1.77,20,70,0.01946,0.1,0.33,0.41,0.155,13
35.9535,-117.6948333,3.84,2.06,29,60,0.09691,0.15,0.19,0.63,0.133,24
58.0279,-139.7028,10,2.7,31,191,1.849,0.51,3.62,2.01,0.055,44
63.2505,-144.7092,2.2,1.8,,,,0.61,,0.2,,
19.19983292,-155.5043335,34.15000153,1.92,45,79,,0.129999995,0.56,0.689999998,4.41,4
51.1544,-179.1333,20.9,1.9,,,,0.32,,0.5,,
65.5547,-166.8286,8,1.9,,,,0.61,,0.8,,
19.19866667,-155.508,33.98,2.93,52,81,,0.12,0.44,0.51,0.182938952,33
63.1754,-143.4686,0.9,1.1,,,,0.59,,0.5,,
66.1951,-151.354,12.9,0.9,,,,0.32,,0.2,,
40.0667,-119.6078,0,-0.3,2,276.31,0.141,0.0199,,0,0.03,2
19.186,-155.5005,34.65,1.88,39,88,,0.1,0.52,0.66,0.22818859,14
61.0856,-151.1021,59.6,1.3,,,,0.44,,0.3,,
19.18616667,-155.2985,41.9,1.64,25,211,,0.09,0.82,0.55,0.07986045,10
19.17749977,-155.5065002,35.63999939,2.07,41,150,,0.109999999,0.55,0.75999999,4.62,4
53.4798,-163.4412,27,3.2,,,,0.43,,1.1,,
32.6746667,-115.6926667,9.72,1.17,19,161,0.03804,0.18,0.44,0.62,0.298,11
40.1925,-121.126,4.92,2.62,17,83,0.0571,0.08,0.3,0.72,0.144,40
37.9266667,-122.3091667,2.51,0.74,18,82,0.03049,0.07,0.24,0.57,0.091,10
1.4839,126.5204,44.24,4.9,63,69,1.103,0.72,7.45,6.835,0.056,98
36.6997,-116.2757,3.5,-0.2,5,266.88,0.039,0.1026,,5.5,0.06,2
60.2862,-152.2495,84.1,1.5,,,,0.43,,0.3,,
63.2499,-151.0142,8.9,1.9,,,,0.61,,0.1,,
33.3156667,-116.3028333,9.79,0.73,36,73,0.05496,0.2,0.31,0.58,0.138,20
53.9914,-164.1606,25.6,2.3,,,,0.62,,0.7,,
38.8305016,-122.8516693,1.31,0.36,6,187,0.01494,0.01,0.97,1.25,0.22,8
37.4583333,-119.3771667,9.53,1.15,13,143,0.2944,0.08,0.99,31.61,0.291,13
35.9506667,-117.6901667,2.2,1.6,15,124,0.1014,0.17,0.33,0.62,0.227,17
62.8724,-149.8365,72.5,2.1,,,,0.53,,0.1,,
19.1989994,-155.50383,34.15999985,2.16000009,43,79,,0.119999997,0.74,0.610000014,1.04999995,20
-23.3259,171.4871,29.701,4.9,34,127,3.791,0.34,11.37,4.262,0.099,32
60.2731,-140.9181,8.4,1.3,,,,0.65,,0.3,,
19.19449997,-155.4996643,32.65999985,1.9,44,80,,0.109999999,0.54,0.819999993,3.56,6
38.2386667,-112.3545,2.84,1.2,14,138,0.2382,0.06,0.36,7.1,0.497,3
19.17283249,-155.50383,33.36999893,2.16000009,37,201,,0.119999997,0.66,0.910000026,1.00999999,12
19.17166667,-155.4878333,32.84,1.8,29,146,,0.11,0.54,0.7,0.061953715,11
40.0916,-119.701,12.9,0,3,229.69,0.082,0.0136,,4.2,0,1
48.75883333,-121.8393333,-0.7,1.4,8,98,0.04824,0.59,1.94,3.34,0.118378513,6
61.6847,-150.538,65.4,1.1,,,,0.35,,0.7,,
-23.2932,170.8372,35.159,4.9,39,87,3.198,0.57,9.3,6.933,0.07,65
19.18733406,-155.50383,34.22999954,2.02999997,37,88,,0.129999995,0.64,0.74000001,0.109999999,13
33.7056667,-116.753,17.03,0.54,19,73,0.03283,0.08,0.27,0.35,0.184,8
19.18383408,-155.5023346,32.95999908,2.01999998,42,145,,0.100000001,0.63,0.939999998,1.07000005,17
19.18966667,-155.5125,35.76,3.65,53,91,,0.11,0.49,0.51,0.196645807,35
36.682,-121.307,3.49,1.31,24,130,0.04067,0.08,0.32,0.83,0.299,17
19.1906662,-155.5220032,34.72999954,1.93,37,93,,0.239999995,0.84,1.00999999,3.34,7
19.20316696,-155.5061646,34.25999832,2.22,48,78,,0.100000001,0.5,0.689999998,2.53,12
-22.9927,170.6581,35.062,4.9,38,89,2.988,0.27,5.66,6.907,0.075,55
17.94916667,-66.93883333,9.11,2.28,9,217,0.06228,0.21,0.79,0.63,0.105493257,5
32.9285,-116.2295,13.09,0.9,26,75,0.06736,0.18,0.25,0.71,0.21,9
19.18333244,-155.5093384,33.13999939,2.17000008,33,149,,0.109999999,0.63,0.879999995,1.05999994,11
19.16883278,-155.503006,34.16999817,1.72000003,30,160,,0.109999999,0.69,1.25999999,0.569999993,3
-23.3295,171.4592,37.765,5.2,52,102,3.766,0.54,8.66,6.998,0.045,166
38.2671667,-112.3498333,6.37,2.18,28,73,0.2799,0.15,0.5,1.63,0.167,18
-23.2148,170.7941,33.908,5.1,42,150,3.144,0.64,9.88,6.404,0.073,64
38.8354988,-122.7904968,1.94,1.09,19,54,0.002908,0.03,0.23,0.42,0.12,21
59.7415,-152.5468,86.6,1.8,,,,0.38,,0.2,,
47.70783333,-120.0293333,4.38,0.58,6,124,0.09735,0.04,0.33,0.92,0.027991212,2
44.6626667,-110.0093333,15.71,1.49,8,107,0.09308,0.09,0.5,0.89,0.495,7
38.8221664,-122.8225021,2.32,0.66,8,88,0.009785,0.01,0.56,1.2,0.31,8
-23.1986,170.8696,37.702,4.9,49,120,3.21,0.58,8.92,6.082,0.076,55
38.7891667,-122.7613333,1.85,0.17,13,94,0.01151,0.03,0.32,0.51,0.368,11
-23.2615,170.8345,34.663,5,54,122,3.189,0.82,8.89,5.066,0.067,73
38.833,-122.8145,1.52,1.31,47,44,0.0102,0.05,0.12,0.2,0.124,36
38.8216667,-122.8528333,2.23,0.41,18,63,0.006664,0.01,0.22,0.53,0.14,17
61.3808,-145.8219,25.7,1.2,,,,0.52,,0.3,,
33.9141667,-116.7975,14.67,0.61,27,104,0.08037,0.1,0.19,0.4,0.038,12
-23.4135,170.3607,21.728,4.8,27,126,2.801,1.24,9.38,5.29,0.125,21
44.9802,-111.9658,5,2.3,45,64,0.259,0.32,1.24,1.731,0.051,50
-23.1391,170.4276,30.675,4.7,36,125,2.799,0.37,6.15,5.776,0.101,31
38.7916667,-122.7618333,1.86,0.4,22,63,0.009097,0.03,0.2,0.32,0.227,18
61.4898,-146.6553,13.2,1.9,,,,0.51,,0.3,,
19.26683426,-155.3771667,30.29999924,1.93,41,176,,0.109999999,0.57,0.639999986,0.31,8
-23.0476,170.5838,41.041,4.9,52,56,2.926,0.47,8.61,7.712,0.081,49
40.2311667,-121.1518333,6.58,2.11,25,48,0.01723,0.16,0.31,0.39,0.196,28
19.23450089,-155.4019928,30.12000084,1.73000002,38,154,,0.119999997,0.57,0.689999998,0.74000001,3
19.4025,-155.2456667,2.22,0.45,10,106,,0.09,0.25,0.57,0.034749754,2
48.76183333,-121.8195,-0.82,1.43,7,112,0.0586,0.65,2.74,5.38,0.0852593,6
67.1102,-155.1267,5,1.1,,,,0.53,,0.5,,
19.18133354,-155.6228333,-0.400000006,1.73,33,93,,0.25,0.49,0.319999993,4.69,4
62.622,-151.9964,9.8,0.9,,,,0.49,,0.3,,
38.8209991,-122.8235016,2.21,0.89,17,49,0.00925,0.01,0.24,0.59,0.2,18
34.76466667,-96.12833333,26.73,0.95,11,199,0.23125462,0.17,,1.2,0.25,10
34.0368333,-116.9295,15.38,0.76,27,85,0.05682,0.12,0.19,0.47,0.145,22
51.5206,-176.318,25.6,2.2,,,,0.4,,0.3,,
38.7958336,-122.7588348,4.21,0.43,7,150,0.004833,0.02,0.91,1.91,0.2,7
34.3961667,-117.675,9.9,1.15,35,49,0.1539,0.14,0.19,0.52,0.17,25
61.4231,-146.591,11.8,1.1,,,,0.57,,0.3,,
-23.0188,170.0352,10,4.6,18,162,2.422,0.95,14.18,1.943,0.152,13
51.5533,-176.3835,34.7,1.5,,,,0.22,,1.2,,
19.7025,-65.711,51,4.09,15,250,1.4424,0.45,5.3,24.41,0.04,8
19.33283333,-155.0981667,2.86,1.9,27,193,,0.14,0.44,0.69,0.136776004,9
44.28083333,-114.8233333,5.24,2.23,13,64,0.7767,0.24,0.58,2.23,0.25725881,19
-22.8429,170.669,20.744,5.3,74,85,2.984,0.75,9.15,5.518,0.044,170
38.3718,37.7462,2.392,4.3,29,58,0.855,0.98,5.82,5.697,0.308,3
59.4924,-152.7782,82,1.4,,,,0.37,,0.1,,
19.3845005,-155.2791595,1.539999962,1.96000004,17,66,,0.119999997,0.27,0.180000007,0.769999981,12
36.2406667,-120.81,7.92,2.15,67,82,0.0257,0.13,0.23,0.32,0.177,53
-23.1037,170.6889,25.4,4.7,24,116,3.03,0.57,10.65,5.979,0.126,19
33.4963333,-116.7661667,7.88,0.35,26,48,0.03274,0.11,0.17,0.39,0.153,14
58.9144,-154.285,118.7,2.6,,,,0.59,,0.3,,
60.0431,-140.7539,1.5,1.3,,,,0.53,,0.2,,
60.2462,-141.7062,6.3,1.5,,,,0.54,,0.2,,
38.8218346,-122.8054962,2.66,1.08,14,58,0.003901,0.03,0.32,0.96,0.21,15
62.1126,-150.2666,9.6,1.2,,,,1.09,,0.5,,
40.1861667,-121.097,2.72,2.16,20,67,0.07177,0.08,0.23,0.67,0.177,29
37.4288,-115.5426,0,0.7,6,206.33,0.391,0.3649,,0,0.35,5
19.1760006,-155.5106659,33.86999893,2.28999996,41,104,,0.180000007,0.7,0.860000014,1.23000002,25
46.76183333,-121.9176667,3.4,0.49,18,140,0.02169,0.09,0.27,0.52,0.176418218,10
59.9678,-153.4587,144.3,2.5,,,,0.47,,0.3,,
35.8983333,-117.2351667,7.73,1.54,20,131,0.03979,0.12,0.27,0.51,0.158,14
33.4881667,-116.4396667,14.26,0.46,18,112,0.03703,0.12,0.32,0.59,0.117,9
19.18350029,-155.5031738,34.93000031,1.84,47,145,,0.100000001,0.68,0.800000012,4.93,3
33.4625,-116.5781667,10.05,0.82,38,66,0.03788,0.13,0.18,0.38,0.163,23
-23.3601,171.2714,38.051,4.8,22,115,3.602,0.63,8.79,7.887,0.139,16
60.6194,-142.2736,17.9,0.6,,,,0.63,,0.7,,
38.8211667,-122.811,3.51,0.48,27,39,0.00234,0.02,0.18,0.42,0.103,23
-23.1838,170.7609,10,5.5,81,83,3.109,0.92,8.13,1.856,0.084,49
19.32816667,-155.2025,6.51,0.58,20,132,,0.08,0.36,0.89,0.071254929,6
47.67333333,-122.0135,16.8,1.81,50,48,0.0311,0.34,0.38,0.61,0.220797179,29
17.92616667,-66.94466667,10.06,2.68,9,227,0.079,0.07,0.73,0.46,0.200697129,6
-23.197,171.0004,10,5,88,111,3.328,0.54,6.57,1.891,0.064,79
56.5637,-147.812,3,2.5,,,,0.56,,4.8,,
33.4868333,-116.4593333,14,0.5,18,105,0.04604,0.12,0.34,0.76,0.109,8
41.5462,-118.7686,4.9,1.6,4,200.15,0.893,0.2619,,9.7,0.05,2
37.1591,-117.3707,0,0.1,6,165.19,0.231,0.1697,,0,1.09,5
36.5428333,-121.1368333,5.77,1.07,22,110,0.01305,0.09,0.38,0.34,0.234,18
-23.0951,170.4846,10,5.2,73,77,2.843,0.63,5.27,1.711,0.08,51
39.982,-119.998,6.8,0.7,4,159.64,0.138,0.0887,,5,0.17,4
59.2108,-151.9122,56.8,1.7,,,,0.48,,0.8,,
-23.2658,171.0062,10,5.1,47,88,3.345,0.75,9.91,1.881,0.112,26
40.5981667,-124.0808333,16.11,2.05,21,49,0.116,0.13,0.3,0.81,0.203,21
34.65883333,-96.176,29.08,1.04,17,212,0.180864508,0.3,,1.4,0.26,14
-23.1699,170.5757,10,4.8,22,90,2.938,0.87,6.24,1.91,0.135,17
61.3436,-146.9462,8.3,1.9,,,,0.63,,0.4,,
-22.9018,170.7761,10,4.7,15,130,3.087,0.42,8.83,1.901,0.159,12
19.42083333,-155.2445,0.74,2.01,21,157,,0.06,0.19,0.14,0.135116247,11
-23.2906,171.013,10,4.8,35,88,3.356,0.82,9.69,1.911,0.105,28
40.9744,-73.8878,8.82,2.2,34,81,0.114,0.24,2.26,5.919,0.105,12
38.8003349,-122.7593307,2.27,0.43,12,91,0.0004155,0.02,0.33,0.83,0.21,13
-23.2007,171.011,10,4.9,28,119,3.338,0.43,7.87,1.722,0.123,21
38.8378334,-122.8040009,1.18,0.88,16,60,0.01068,0.02,0.2,0.7,0.15,17
40.0834,-119.7525,16.3,0.3,4,188.52,0.088,0.0606,,2.5,0.54,4
34.1195,-117.4695,7.42,1.17,40,95,0.03234,0.15,0.19,0.43,0.163,27
-23.0721,170.7455,10,5.2,66,92,3.077,0.69,8.36,1.875,0.075,58
37.1831,-117.3687,5.9,0.2,5,158.43,0.227,0.0234,,10.6,1.16,5
63.1541,-150.8685,120.3,1,,,,0.36,,1.5,,
-23.2121,170.6478,10,4.9,35,86,3.011,0.56,10.07,1.895,0.104,29
-23.2742,171.3084,10,5.2,82,91,3.62,0.4,8.83,1.824,0.067,73
36.42399979,-89.52566528,7.409999847,2.26999998,27,40,0.08651,0.140000001,0.3,1.45000005,0.920000017,26
-23.3668,171.3023,10,4.9,15,91,3.631,0.48,7.1,1.901,0.168,11
38.7876667,-122.7663333,2.14,1.23,39,76,0.01394,0.03,0.15,0.23,0.16,33
52.1683,-179.719,164.6,3.1,,,,0.6,,0.7,,
51.5073,-178.179,17.4,1.9,,,,0.65,,0.7,,
59.9687,-139.5582,0,1.4,,,,0.84,,0,,
40.1811,-119.8063,2.7,1,3,227.32,0.058,0.0461,,11,0.15,2
-23.2579,170.4882,10,5.2,56,121,2.877,0.86,8.76,1.816,0.101,32
-23.1616,170.5323,10,5,23,159,2.898,0.4,13.48,1.928,0.129,19
51.5434,-176.3779,31.9,1.5,,,,0.36,,3,,
62.5985,-149.4689,52.6,1.6,,,,0.76,,0.6,,
34.0138333,-117.1056667,15.41,1.13,35,45,0.0223,0.15,0.21,0.47,0.18,24
-23.2418,170.4892,28.049,5.5,44,98,2.874,0.88,10.45,5.437,0.06,95
-22.1278,-67.5483,209.454,4.5,22,90,1.006,0.68,9.43,8.218,0.191,10
-23.1193,170.7577,32.855,5.1,30,126,3.095,0.81,11.09,4.593,0.06,93
63.0588,-150.6265,99.9,0.9,,,,0.4,,1.5,,
19.24733353,-155.4069977,30.72999954,2.25,45,129,,0.140000001,0.56,0.680000007,3.32,7
-23.1922,170.6447,28.578,5.1,19,111,3.005,0.82,10.99,6.603,0.147,16
-23.2936,170.6285,23.304,5.3,34,127,3.01,1.45,9.65,2.312,0.101,36
38.1634,-117.8174,9.8,3.3,10,43.48,0.122,0.13,,1.4,0.06,7
60.6409,-151.839,79.3,1.1,,,,0.4,,1.2,,
38.7946663,-122.7636642,3.57,0.96,15,75,0.006704,0.02,0.34,0.72,0.27,14
-23.3335,171.1789,34.456,5.4,15,214,3.512,0.56,9.62,6.568,0.184,11
62.5509,-151.2498,87.6,1.3,,,,0.69,,0.6,,
-23.3313,171.0619,38.27,5.3,21,94,3.408,0.67,8.26,8.094,0.174,11
-20.3038,-69.104,106.785,5.1,35,61,0.638,0.83,4.28,5.394,0.086,44
35.9966667,-120.5561667,3.67,1.09,19,74,0.02033,0.06,0.22,0.29,0.145,11
51.59,-176.397,33.7,1.7,,,,0.37,,3.1,,
44.3666667,-110.3046667,7.26,1.17,6,211,0.02884,0.05,0.75,0.61,0.213,4
-23.2961,170.5547,33.757,5.4,25,146,2.944,1.03,13.31,5.514,0.238,6
19.384,-155.28,1.3,0.56,11,153,,0.07,0.32,0.24,0.392275397,2
63.2058,-148.6273,71.6,3.4,,,,0.74,,0.4,,
-23.3415,170.449,18.839,5.7,14,126,2.86,0.76,7.52,5.834,0.189,10
38.6791,-97.5475,2.112,2.9,32,45,0.711,0.77,3.65,7.741,0.054,91
38.7813339,-122.7573318,1.33,0.55,7,85,0.01247,0.01,0.33,0.74,0.27,9
-23.2101,170.7663,38.163,5.9,44,119,3.118,0.94,9.57,6.622,0.084,52
64.9869,-147.3808,0,0.8,,,,0.56,,0,,
60.7343,-147.2965,10,1.1,,,,0.66,,0.2,,
35.98,-97.79066667,7.47,1.24,78,30,0.161968216,0.23,,0.5,0.2,30
61.3506,-141.118,2.7,1.6,,,,1.06,,0.3,,
-5.4823,-79.8054,100.991,4.1,18,174,1.939,0.69,12.7,12.162,0.175,9
38.8190002,-122.7959976,2.64,0.94,13,55,0.01103,0.01,0.4,1.18,0.16,13
-23.1852,170.7633,18.027,7.7,277,15,3.111,0.87,7.35,2.658,0.035,79
46.82266667,-121.9201667,9.01,0.46,14,144,0.02741,0.08,0.38,0.44,0.195478863,11
17.9395,-66.93733333,8.99,2.83,14,221,0.06562,0.12,0.45,0.44,0.170770724,4
61.3106,-150.3128,36.8,1.3,,,,0.42,,1.6,,
63.2179,-142.87,3.5,1.4,,,,0.44,,0.3,,
34.1016667,-117.2978333,14.03,1.04,19,102,0.1257,0.09,0.21,0.57,0.092,14
19.53300095,-155.0574951,37.72999954,1.77,40,110,,0.170000002,0.61,0.629999995,3.18,7
63.5196,-147.6891,16.5,0.9,,,,0.99,,0.3,,
60.1496,-151.2412,57.5,1.9,,,,0.7,,0.6,,
19.25733333,-155.3653333,31.1,1.37,29,161,,0.1,0.57,0.57,0.088891151,6
44.10933333,-113.9563333,8.04,1.95,11,118,0.28,0.17,0.69,1.28,0.135523644,20
39.1175,-123.125,3.64,1.18,11,108,0.03972,0.03,0.29,0.67,0.14,12
12.793,49.1271,10,4.5,19,139,6.268,1.19,10.52,1.947,0.15,13
64.098,-160.034,14.2,2.3,,,,0.9,,0.6,,
51.5244,-178.1142,56.6,2,,,,0.46,,1.3,,
40.3711,-119.8699,10.8,0.5,3,295.6,0.227,0.0827,,12.8,0.03,2
40.2221667,-121.159,5.73,2.26,29,54,0.02755,0.11,0.22,0.42,0.182,36
37.4366,-117.0927,18.6,0.5,10,291.03,0.416,0.156,,1.9,1.13,8
38.8378334,-122.7923355,2.07,0.6,10,80,0.001658,0.01,0.36,0.81,0.4,13
18.2565,-66.46016667,85.86,2.84,16,72,0.1113,0.14,0.86,0.61,0.087066996,6
60.255,-152.3515,93,1.2,,,,0.38,,1,,
62.2487,-150.135,15.3,0.8,,,,0.85,,1.2,,
-5.8332,147.5044,91.142,4.9,61,77,3.565,0.59,8.6,7.512,0.042,180
36.7382,-116.1321,4.3,-0.5,6,142.66,0.017,0.0431,,1.9,0.05,3
19.14966667,-155.3586667,27.11,1.47,27,216,,0.1,0.6,0.69,0.148431306,11
51.5539,-176.3722,33.8,1.8,,,,0.43,,1.7,,
31.68163958,-104.399542,6.74855957,2.6,35,68,0.022508165,0.2,0.714754053,0.991059637,0,7
19.4185009,-155.2623291,1.389999986,1.71,16,114,,0.07,0.21,0.310000002,0.14,7
31.68391285,-104.4033312,6.645727539,2,20,80,0.019575428,0.2,0.817674968,0.627593037,0.1,18
19.169,-65.1741,140,3.75,11,272,0.8427,0.33,6.08,4.2,0.18,5
31.67740101,-104.4151159,7.776879883,2.4,18,56,0.009640505,0.1,1.163617662,1.250954314,0.1,18
58.9902,-152.8828,67.3,1.4,,,,0.56,,1.2,,
57.4109,-154.6606,44.3,1.4,,,,0.39,,0.6,,
59.9826,-153.0123,112.1,1.4,,,,0.44,,0.8,,
63.2883,-148.5315,81.2,1,,,,0.88,,0.6,,
60.3649,-152.1349,83.1,1.3,,,,0.56,,1.1,,
38.1881,-118.3924,11.8,0.5,3,204.11,0.109,0.1247,,5.7,0,1
62.6092,-150.9279,79.4,1.1,,,,0.76,,0.7,,
19.229,-155.4068333,32.82,1.5,23,162,,0.11,0.72,0.76,0.11138443,11
57.0273,-158.3267,5.4,2.1,,,,0.58,,0.2,,
52.9733,-166.888,20.3,2.2,,,,0.59,,1.8,,
53.487,-165.6315,22.5,1.9,,,,0.4,,0.4,,
60.585,-151.2695,61.6,1.2,,,,0.52,,0.9,,
19.25349998,-155.3696594,29.29000092,1.84000003,31,141,,0.140000001,0.71,0.790000021,1.05999994,6
61.8152,-151.0195,65,1.1,,,,0.62,,0.4,,
60.1839,-152.6661,112.3,1.4,,,,0.36,,0.3,,
33.6803333,-116.7081667,16.44,0.7,17,101,0.03085,0.11,0.34,0.34,0.162,11
60.2308,-141.1649,2.2,1.6,,,,0.59,,0.3,,
62.213,-149.2823,41.3,1,,,,0.65,,0.7,,
38.8474998,-122.815834,1.46,0.36,10,102,0.009249,0.02,0.51,0.98,0.27,10
68.8185,-145.4019,6.1,2.5,,,,0.83,,0.5,,
38.8251667,-122.8026667,-0.08,0.17,10,66,0.00605,0.04,0.19,0.54,0.567,10
64.5809,-149.0747,0.4,0.8,,,,0.61,,0.2,,
18.09266667,-66.07183333,18.46,2.59,7,192,0.2155,0.15,0.85,0.77,0.118496785,5
33.8095,-116.9511667,14.53,0.95,27,101,0.1095,0.13,0.22,0.53,0.162,23
61.0993,-151.5353,71,1.5,,,,0.52,,0.4,,
19.23766708,-155.4024963,30.10000038,2.00999999,36,153,,0.109999999,0.59,0.819999993,1.50999999,19
19.418,-155.2591667,2.09,0.59,13,117,,0.11,0.32,0.4,0.109903205,4
19.41233333,-155.306,2.83,0.85,14,108,,0.1,0.31,0.37,0.223450472,3
59.9364,-151.9952,73.6,1.9,,,,0.8,,0.4,,
51.5494,-176.369,33.1,1.6,,,,0.27,,1.4,,
29.33166504,-97.35592831,6.113688151,2.3,18,99,0.086206862,0.2,1.736084039,2.290772517,0.1,13
62.6539,-149.6375,64.7,2.2,,,,0.6,,0.3,,
50.993,-173.3184,29.5,2.6,,,,0.66,,2.9,,
62.14,-148.0933,28.5,0.8,,,,0.81,,1.2,,
-30.0838,-177.7143,35,4.8,19,165,0.838,0.8,6.3,1.966,0.21,7
40.2078333,-121.0865,6.58,2.21,29,53,0.06016,0.09,0.18,0.36,0.134,33
33.081,-115.7933333,7.91,0.81,10,98,0.04317,0.16,0.37,0.72,0.135,4
31.60834463,-103.9701429,8.548120117,2.2,16,56,0.042208412,0.1,0.728029818,0.842574814,0.2,18
38.8136673,-122.8266678,1.95,1.08,14,71,0.005178,0.02,0.25,0.62,0.3,16
19.1135006,-155.4776611,31.01000023,2.41,38,172,,0.180000007,0.62,1.13,0.22,10
19.38766667,-155.2801667,1.26,0.57,18,61,,0.09,0.21,0.15,0.335472049,3
19.3695,-155.2401667,31.53,2.37,48,94,,0.13,0.4,0.33,0.178306243,26
57.7176,-152.7015,23.7,1.2,,,,0.47,,0.8,,
51.5275,-176.3646,38,1.8,,,,0.38,,0.6,,
51.5269,-176.3754,29.1,1.8,,,,0.32,,2,,
51.7518,-176.4954,56.433,4.6,66,138,0.176,0.64,7.45,5.17,0.035,245
35.5285,-120.8158333,4.81,1.37,20,81,0.08114,0.11,0.36,0.81,0.186,13
40.4885,-112.109,10.28,0.95,15,137,0.06546,0.28,0.75,1.17,0.276,6
60.6992,-150.0342,35.1,1.3,,,,0.49,,0.6,,
38.8153343,-122.8239975,2.09,1.07,21,53,0.00762,0.02,0.24,0.39,0.28,21
