Latitude,Longitude,Magnitude
0.4761295822676908,0.5292059628840889,0.8888888888888888
0.4820971867007666,0.5442652874961973,0.5555555555555556
0.5044330775788564,0.4826589595375728,0.39999999999999997
0.5110826939471425,0.4796166717371472,0.4222222222222222
0.5108695652173917,0.4714024946759975,0.35555555555555557
0.48955669224211285,0.5141466382719807,0.3111111111111111
0.46662404092071674,0.5689838758746584,0.15555555555555559
0.4462489343563509,0.5530118649224217,0.2666666666666667
0.5043478260869555,0.4867660480681477,0.3777777777777778
0.49582267689684634,0.5111043504715551,0.17777777777777773
0.46300085251491746,0.5978856099787049,0.28888888888888886
0.49590792838874725,0.5666261028293285,0.19999999999999998
0.4503410059676036,0.5275327045938546,0.24444444444444446
0.5150042625745934,0.46212351688469844,0.2222222222222222
0.48610400682011845,0.541527228475815,0.3333333333333333
0.43456947996589906,0.5617584423486475,0.5111111111111111
0.48388746803069177,0.5195466991177375,0.3111111111111111
0.6735720375106544,0.2601156069364166,0.0
0.44731457800511376,0.5252509887435364,0.17777777777777773
0.43955669224211286,0.541527228475815,0.19999999999999998
0.5189684569479963,0.5350623668999087,0.4222222222222222
0.4450127877237862,0.5451779738363257,0.13333333333333336
0.5164109121909629,0.45299665348342033,0.17777777777777773
0.5148763853367435,0.4453909339823557,0.24444444444444446
0.4479539641943721,0.5799361119561919,0.19999999999999998
0.44113384484228424,0.5654852449041686,0.4222222222222222
0.4611679454390464,0.5765135381807126,0.39999999999999997
0.5159846547314584,0.4609066017645282,0.2666666666666667
0.4439471440750203,0.5543048372376038,0.15555555555555559
0.49185848252344344,0.4958929114694258,0.35555555555555557
0.4845268542199501,0.5710374201399465,0.15555555555555559
0.5006393861892583,0.4981746273197453,0.39999999999999997
0.2953964194373388,0.6489960450258587,0.24444444444444446
0.48529411764705827,0.5124733799817462,0.08888888888888886
0.5223785166240418,0.4647855187100703,0.3333333333333333
0.4783461210571175,0.524490416793429,0.15555555555555559
0.505754475703325,0.4685883784606033,0.3777777777777778
0.5195652173913027,0.47809552783693376,0.3777777777777778
0.466325660699062,0.5498935199269857,0.15555555555555559
0.4504262574595076,0.5385609978703985,0.08888888888888886
0.5121483375959084,0.47809552783693376,0.0
0.45140664961636956,0.5312595071493771,0.39999999999999997
0.4534953111679464,0.5217523577730453,0.06666666666666662
0.4893435635123621,0.5066169759659265,0.17777777777777773
0.4981670929241259,0.5385609978703985,0.2666666666666667
0.5311167945439046,0.5373440827502283,0.28888888888888886
0.4407502131287286,0.5549132947976889,0.2666666666666667
0.4546035805626582,0.5453300882263467,0.17777777777777773
0.5175618073316267,0.5236537876483125,0.2222222222222222
0.5184995737425397,0.47429266808640214,0.24444444444444446
0.44262574595055465,0.5541527228475815,0.2666666666666667
0.5331202046035806,0.46098265895953866,0.3111111111111111
0.5207587382779184,0.5273045330088232,0.24444444444444446
0.5243819266837176,0.46098265895953866,0.1111111111111111
0.5161551577152602,0.4662306054152733,0.7555555555555556
0.5112531969309473,0.4776391846668696,0.17777777777777773
0.5131713554987223,0.47010952236081543,0.19999999999999998
0.5044330775788564,0.48296318831761603,0.24444444444444446
0.44006820119352136,0.5800121691512024,0.17777777777777773
0.5248081841432222,0.4526163675083666,0.1111111111111111
0.45242966751918046,0.5374201399452401,0.19999999999999998
0.4479539641943721,0.5298144204441742,0.17777777777777773
0.49121909633418515,0.5218284149680571,0.15555555555555559
0.4959505541346962,0.49307879525403164,0.28888888888888886
0.4856777493606139,0.5058564040158204,0.3111111111111111
0.5093776641091212,0.5095832065713429,0.1111111111111111
0.45861040068201303,0.5270763614237918,0.06666666666666662
0.524040920716111,0.4685883784606033,0.2222222222222222
0.49825234441602684,0.5035746881655009,0.19999999999999998
0.508695652173914,0.5227411013081841,0.3777777777777778
0.5018755328218231,0.4654700334651659,0.13333333333333336
0.4944586530264288,0.4944478247642228,0.24444444444444446
0.519138959931798,0.5161241253422583,0.24444444444444446
0.45396419437339985,0.5864009735320967,0.3333333333333333
0.4492327365728888,0.5419075144508674,0.15555555555555559
0.5262148337595918,0.4857012473379984,0.1111111111111111
0.5214833759590777,0.48341953148767886,0.2666666666666667
0.512531969309464,0.46797992090051815,0.17777777777777773
0.5250213128729759,0.47079403711591233,0.28888888888888886
0.5189258312020443,0.45147550958320687,0.4222222222222222
0.51244671781756,0.5203072710678437,0.24444444444444446
0.45439045183290744,0.529053848494068,0.04444444444444448
0.508610400682013,0.4719348950410721,0.02222222222222224
0.5251065643648769,0.4625038028597508,0.06666666666666662
0.49339300937766284,0.4715546090660184,0.13333333333333336
0.510613810741689,0.48722239123821187,0.1111111111111111
0.5239556692242101,0.4852449041679356,0.02222222222222224
0.5069906223358898,0.4696531791907526,0.17777777777777773
0.4443307757885759,0.5431244295710376,0.3777777777777778
0.4718243819266843,0.5141466382719807,0.3777777777777778
0.49548167092923967,0.4278977791299069,0.13333333333333336
0.5206734867860174,0.46934895041070934,0.15555555555555559
0.4600170502983796,0.5347581381198668,0.08888888888888886
0.45242966751918046,0.5265439610587171,0.3111111111111111
0.49339300937766284,0.5567386674779442,0.1111111111111111
0.4794117647058834,0.5350623668999087,0.2666666666666667
0.4573316283034964,0.5046394888956502,0.06666666666666662
0.49113384484228423,0.4716306662610289,0.15555555555555559
0.4863171355498722,0.473684210526317,0.3333333333333333
0.501918158567775,0.4564192272588996,0.35555555555555557
0.5104433077578842,0.45695162762397423,0.15555555555555559
0.5135976129582268,0.5209917858229393,0.3777777777777778
0.4926257459505547,0.4860815333130521,0.17777777777777773
0.48815004262574635,0.5312595071493771,0.2222222222222222
0.5074595055413462,0.5020535442652888,0.24444444444444446
0.5134271099744251,0.47954061454213676,0.08888888888888886
0.49974424552429725,0.4943717675692123,0.13333333333333336
0.49825234441602684,0.49231822330392555,0.17777777777777773
0.4520460358056279,0.5499695771219961,0.1111111111111111
0.4709718670076722,0.47748707027684867,0.0
0.5138107416879807,0.5276848189838769,0.17777777777777773
0.4824808184143222,0.4987830848798304,0.13333333333333336
0.4929667519181583,0.5069212047459697,0.15555555555555559
0.5027706734867872,0.47954061454213676,0.06666666666666662
0.4988064791133842,0.4688926072406452,0.19999999999999998
0.43955669224211286,0.5980377243687272,0.17777777777777773
0.5253623188405796,0.5206114998478869,0.08888888888888886
0.4746376811594204,0.5354426528749625,0.1111111111111111
0.48486786018755373,0.5138424094919388,0.08888888888888886
0.528857630008526,0.47178278065104984,0.1111111111111111
0.5194799658994017,0.5236537876483125,0.17777777777777773
0.49275362318840454,0.4688926072406452,0.13333333333333336
0.45626598465473045,0.5423638576209315,0.02222222222222224
0.44156010230178877,0.5469272893215705,0.24444444444444446
0.44032395566922405,0.5369637967751759,0.46666666666666656
0.5016624040920723,0.43413446912077897,0.1111111111111111
0.5130008525149174,0.5179494980225137,0.17777777777777773
0.48218243819266754,0.4955126254943721,0.13333333333333336
0.5068201193520879,0.4422725889869183,0.02222222222222224
0.4937766410912185,0.5436568299361122,0.08888888888888886
0.48878942881500465,0.46813203529053915,0.17777777777777773
0.5110826939471425,0.4634164891998791,0.08888888888888886
0.5338874680306888,0.5225129297231527,0.06666666666666662
0.43955669224211286,0.5470794037115915,0.1111111111111111
0.4456521739130445,0.5594006693033161,0.1111111111111111
0.4988064791133842,0.5004563431700648,0.17777777777777773
0.4573316283034964,0.5115606936416193,0.17777777777777773
0.5255328218243814,0.47429266808640214,0.2222222222222222
0.5312872975277064,0.45352905384849496,0.04444444444444448
0.476939471440751,0.5058564040158204,0.24444444444444446
0.4611679454390464,0.5622908427137208,0.2222222222222222
0.5161551577152602,0.4685883784606033,0.08888888888888886
0.450980392156862,0.5914207484028,0.13333333333333336
0.511466325660698,0.4639488895649538,0.15555555555555559
0.48994032395566844,0.4921661089139033,0.2222222222222222
0.4684569479965908,0.5256312747185887,0.08888888888888886
0.5264279624893425,0.5491329479768796,0.02222222222222224
0.4741687979539639,0.48144204441740257,0.1111111111111111
0.5289855072463758,0.5010648007301499,0.13333333333333336
0.4901960784313712,0.5088226346212356,0.04444444444444448
0.4550298380221658,0.5350623668999087,0.13333333333333336
0.4862318840579713,0.5180255552175241,0.3333333333333333
0.4925404944586538,0.5274566473988441,0.2666666666666667
0.49548167092923967,0.5012169151201709,0.0
